"","site_id","Latitude","Longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","df$individual_id","Q1","Q3","IQR","observed_on","agdd"
"25",20223,42.296417,-71.128052,26,"MA",100,"Quercus","alba","white oak","Plantae",87756,371,"Breaking leaf buds",2017,4,27,117,2457871,1,2017,5,1,121,2457875,3,87756,113.5,147.75,34.25,2017-04-27,895.976135254
"26",20223,42.296417,-71.128052,26,"MA",100,"Quercus","alba","white oak","Plantae",87756,371,"Breaking leaf buds",2017,5,5,125,2457879,1,2017,5,5,125,2457879,1,87756,113.5,147.75,34.25,2017-05-05,1088.19787598
"27",20223,42.296417,-71.128052,26,"MA",100,"Quercus","alba","white oak","Plantae",87756,371,"Breaking leaf buds",2017,5,7,127,2457881,1,2017,5,7,127,2457881,4,87756,113.5,147.75,34.25,2017-05-07,1134.94384766
"28",20343,42.300278,-71.124771,30,"MA",100,"Quercus","alba","white oak","Plantae",87761,371,"Breaking leaf buds",2017,4,27,117,2457871,4,2017,5,16,136,2457890,3,87761,115.25,132.25,17,2017-04-27,895.976135254
"29",20343,42.300278,-71.124771,30,"MA",100,"Quercus","alba","white oak","Plantae",87761,371,"Breaking leaf buds",2017,5,26,146,2457900,5,2017,5,26,146,2457900,1,87761,115.25,132.25,17,2017-05-26,1608.14575195
"30",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96828,371,"Breaking leaf buds",2017,4,12,102,2457856,7,2017,4,20,110,2457864,6,96828,81.5,107.5,26,2017-04-12,1460.77990723
"31",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96834,371,"Breaking leaf buds",2017,4,5,95,2457849,-9999,2017,4,20,110,2457864,6,96834,78.25,108.5,30.25,2017-04-05,1320.93811035
"32",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2017,3,13,72,2457826,1,2017,3,13,72,2457826,6,116617,96,118,22,2017-03-13,1076.67834473
"33",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2017,3,29,88,2457842,10,2017,3,29,88,2457842,3,116617,96,118,22,2017-03-29,1364.19226074
"34",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2017,4,10,100,2457854,2,2017,4,15,105,2457859,4,116617,96,118,22,2017-04-10,1659.27526855
"35",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2017,4,28,118,2457872,9,2017,4,28,118,2457872,9,116617,96,118,22,2017-04-28,2269.60083008
"36",1915,41.78344,-73.732552,128,"NY",100,"Quercus","alba","white oak","Plantae",3992,371,"Breaking leaf buds",2018,5,4,124,2458243,7,2018,5,4,124,2458243,7,3992,118,123.25,5.25,2018-05-04,708.884338379
"37",5951,45.407852,-93.199257,275,"MN",100,"Quercus","alba","white oak","Plantae",5103,371,"Breaking leaf buds",2018,5,7,127,2458246,7,2018,5,7,127,2458246,9,5103,120.75,130.75,10,2018-05-07,399.626586914
"38",5951,45.407852,-93.199257,275,"MN",100,"Quercus","alba","white oak","Plantae",5105,371,"Breaking leaf buds",2018,5,7,127,2458246,7,2018,5,7,127,2458246,9,5105,119.5,129,9.5,2018-05-07,399.626586914
"39",8440,42.283279,-83.771729,273,"MI",100,"Quercus","alba","white oak","Plantae",25513,371,"Breaking leaf buds",2018,5,1,121,2458240,4,2018,5,17,137,2458256,5,25513,107,121.75,14.75,2018-05-01,510.70425415
"40",2772,36.440838,-84.323586,384,"TN",100,"Quercus","alba","white oak","Plantae",60644,371,"Breaking leaf buds",2018,4,21,111,2458230,1,2018,5,4,124,2458243,1,60644,103.75,108.75,5,2018-04-21,1233.24194336
"41",16257,41.211025,-73.826889,696,"NY",100,"Quercus","alba","white oak","Plantae",69431,371,"Breaking leaf buds",2018,5,4,124,2458243,8,2018,5,4,124,2458243,5,69431,109,115.75,6.75,2018-05-04,915.929077148
"42",20223,42.296417,-71.128052,26,"MA",100,"Quercus","alba","white oak","Plantae",87756,371,"Breaking leaf buds",2018,5,4,124,2458243,2,2018,5,5,125,2458244,4,87756,113.5,147.75,34.25,2018-05-04,922.940124512
"43",20343,42.300278,-71.124771,30,"MA",100,"Quercus","alba","white oak","Plantae",87761,371,"Breaking leaf buds",2018,5,2,122,2458241,1,2018,5,8,128,2458247,1,87761,115.25,132.25,17,2018-05-02,828.926147461
"44",20343,42.300278,-71.124771,30,"MA",100,"Quercus","alba","white oak","Plantae",87761,371,"Breaking leaf buds",2018,5,15,135,2458254,6,2018,5,15,135,2458254,1,87761,115.25,132.25,17,2018-05-15,1218.86914062
"45",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96828,371,"Breaking leaf buds",2018,3,29,88,2458207,-9999,2018,5,2,122,2458241,7,96828,81.5,107.5,26,2018-03-29,961.98223877
"46",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96834,371,"Breaking leaf buds",2018,3,23,82,2458201,8,2018,4,27,117,2458236,3,96834,78.25,108.5,30.25,2018-03-23,884.81628418
"47",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2018,3,26,85,2458204,3,2018,4,2,92,2458211,6,116617,96,118,22,2018-03-26,1056.65319824
"48",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2018,4,9,99,2458218,1,2018,4,9,99,2458218,5,116617,96,118,22,2018-04-09,1346.25512695
"49",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2018,4,28,118,2458237,14,2018,4,28,118,2458237,7,116617,96,118,22,2018-04-28,1786.25561523
"50",1915,41.78344,-73.732552,128,"NY",100,"Quercus","alba","white oak","Plantae",3992,371,"Breaking leaf buds",2019,4,24,114,2458598,5,2019,5,8,128,2458612,12,3992,118,123.25,5.25,2019-04-24,712.73638916
"51",5951,45.407852,-93.199257,275,"MN",100,"Quercus","alba","white oak","Plantae",5103,371,"Breaking leaf buds",2019,5,24,144,2458628,10,2019,5,24,144,2458628,7,5103,120.75,130.75,10,2019-05-24,844.478149414
"52",8440,42.283279,-83.771729,273,"MI",100,"Quercus","alba","white oak","Plantae",25513,371,"Breaking leaf buds",2019,5,2,122,2458606,5,2019,5,17,137,2458621,5,25513,107,121.75,14.75,2019-05-02,672.785339355
"53",2772,36.440838,-84.323586,384,"TN",100,"Quercus","alba","white oak","Plantae",60644,371,"Breaking leaf buds",2019,4,13,103,2458587,2,2019,4,20,110,2458594,2,60644,103.75,108.75,5,2019-04-13,1133.81945801
"54",16257,41.211025,-73.826889,696,"NY",100,"Quercus","alba","white oak","Plantae",69431,371,"Breaking leaf buds",2019,4,25,115,2458599,29,2019,5,9,129,2458613,6,69431,109,115.75,6.75,2019-04-25,796.481140137
"55",20223,42.296417,-71.128052,26,"MA",100,"Quercus","alba","white oak","Plantae",87756,371,"Breaking leaf buds",2019,4,23,113,2458597,4,2019,5,31,151,2458635,1,87756,113.5,147.75,34.25,2019-04-23,716.02142334
"56",20223,42.296417,-71.128052,26,"MA",100,"Quercus","alba","white oak","Plantae",87756,371,"Breaking leaf buds",2019,6,8,159,2458643,5,2019,6,8,159,2458643,1,87756,113.5,147.75,34.25,2019-06-08,1832.26379395
"57",20223,42.296417,-71.128052,26,"MA",100,"Quercus","alba","white oak","Plantae",87756,371,"Breaking leaf buds",2019,7,4,185,2458669,2,2019,7,4,185,2458669,1,87756,113.5,147.75,34.25,2019-07-04,2805.03833008
"58",20343,42.300278,-71.124771,30,"MA",100,"Quercus","alba","white oak","Plantae",87761,371,"Breaking leaf buds",2019,4,10,100,2458584,3,2019,4,10,100,2458584,1,87761,115.25,132.25,17,2019-04-10,426.041534424
"59",20343,42.300278,-71.124771,30,"MA",100,"Quercus","alba","white oak","Plantae",87761,371,"Breaking leaf buds",2019,4,21,111,2458595,3,2019,5,11,131,2458615,5,87761,115.25,132.25,17,2019-04-21,669.824462891
"60",20343,42.300278,-71.124771,30,"MA",100,"Quercus","alba","white oak","Plantae",87761,371,"Breaking leaf buds",2019,5,18,138,2458622,2,2019,5,18,138,2458622,7,87761,115.25,132.25,17,2019-05-18,1188.15185547
"61",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96828,371,"Breaking leaf buds",2019,3,27,86,2458570,7,2019,4,24,114,2458598,4,96828,81.5,107.5,26,2019-03-27,923.219177246
"62",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96828,371,"Breaking leaf buds",2019,4,30,120,2458604,1,2019,5,1,121,2458605,4,96828,81.5,107.5,26,2019-04-30,1744.34289551
"63",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96834,371,"Breaking leaf buds",2019,3,20,79,2458563,-9999,2019,4,17,107,2458591,4,96834,78.25,108.5,30.25,2019-03-20,821.825256348
"64",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96834,371,"Breaking leaf buds",2019,4,23,113,2458597,1,2019,4,23,113,2458597,1,96834,78.25,108.5,30.25,2019-04-23,1528.73901367
"65",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2019,4,6,96,2458580,3,2019,4,6,96,2458580,4,116617,96,118,22,2019-04-06,1396.35791016
"66",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2019,4,13,103,2458587,3,2019,4,13,103,2458587,14,116617,96,118,22,2019-04-13,1646.26098633
"67",5951,45.407852,-93.199257,275,"MN",100,"Quercus","alba","white oak","Plantae",5103,371,"Breaking leaf buds",2020,5,11,132,2458981,7,2020,5,11,132,2458981,7,5103,120.75,130.75,10,2020-05-11,626.255493164
"68",5951,45.407852,-93.199257,275,"MN",100,"Quercus","alba","white oak","Plantae",5105,371,"Breaking leaf buds",2020,5,11,132,2458981,7,2020,5,11,132,2458981,7,5105,119.5,129,9.5,2020-05-11,626.255493164
"69",8440,42.283279,-83.771729,273,"MI",100,"Quercus","alba","white oak","Plantae",25513,371,"Breaking leaf buds",2020,5,6,127,2458976,5,2020,5,21,142,2458991,12,25513,107,121.75,14.75,2020-05-06,786.761230469
"70",2772,36.440838,-84.323586,384,"TN",100,"Quercus","alba","white oak","Plantae",60644,371,"Breaking leaf buds",2020,4,10,101,2458950,2,2020,4,22,113,2458962,2,60644,103.75,108.75,5,2020-04-10,1240.81091309
"71",16257,41.211025,-73.826889,696,"NY",100,"Quercus","alba","white oak","Plantae",69431,371,"Breaking leaf buds",2020,4,9,100,2458949,21,2020,5,14,135,2458984,7,69431,109,115.75,6.75,2020-04-09,738.719055176
"72",20223,42.296417,-71.128052,26,"MA",100,"Quercus","alba","white oak","Plantae",87756,371,"Breaking leaf buds",2020,4,26,117,2458966,1,2020,4,26,117,2458966,3,87756,113.5,147.75,34.25,2020-04-26,911.12286377
"73",20223,42.296417,-71.128052,26,"MA",100,"Quercus","alba","white oak","Plantae",87756,371,"Breaking leaf buds",2020,5,2,123,2458972,2,2020,5,20,141,2458990,1,87756,113.5,147.75,34.25,2020-05-02,1000.36676025
"74",20343,42.300278,-71.124771,30,"MA",100,"Quercus","alba","white oak","Plantae",87761,371,"Breaking leaf buds",2020,5,3,124,2458973,38,2020,5,17,138,2458987,106,87761,115.25,132.25,17,2020-05-03,1031.86682129
"75",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96828,371,"Breaking leaf buds",2020,3,4,64,2458913,11,2020,3,4,64,2458913,4,96828,81.5,107.5,26,2020-03-04,659.339294434
"76",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96828,371,"Breaking leaf buds",2020,3,11,71,2458920,3,2020,3,11,71,2458920,5,96828,81.5,107.5,26,2020-03-11,749.186157227
"77",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96828,371,"Breaking leaf buds",2020,3,18,78,2458927,2,2020,3,18,78,2458927,5,96828,81.5,107.5,26,2020-03-18,896.390197754
"78",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96828,371,"Breaking leaf buds",2020,3,25,85,2458934,2,2020,3,25,85,2458934,5,96828,81.5,107.5,26,2020-03-25,1052.60302734
"79",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96834,371,"Breaking leaf buds",2020,3,4,64,2458913,11,2020,3,11,71,2458920,5,96834,78.25,108.5,30.25,2020-03-04,659.339294434
"80",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96834,371,"Breaking leaf buds",2020,3,18,78,2458927,2,2020,3,18,78,2458927,5,96834,78.25,108.5,30.25,2020-03-18,896.390197754
"81",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96834,371,"Breaking leaf buds",2020,3,25,85,2458934,2,2020,3,30,90,2458939,73,96834,78.25,108.5,30.25,2020-03-25,1052.60302734
"82",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2020,5,11,132,2458981,65,2020,5,11,132,2458981,21,116617,96,118,22,2020-05-11,2528.29638672
"83",1915,41.78344,-73.732552,128,"NY",100,"Quercus","alba","white oak","Plantae",3992,371,"Breaking leaf buds",2021,4,28,118,2459333,16,2021,4,28,118,2459333,13,3992,118,123.25,5.25,2021-04-28,793.64642334
"84",5951,45.407852,-93.199257,275,"MN",100,"Quercus","alba","white oak","Plantae",5103,371,"Breaking leaf buds",2021,4,30,120,2459335,13,2021,5,10,130,2459345,7,5103,120.75,130.75,10,2021-04-30,569.258544922
"85",5951,45.407852,-93.199257,275,"MN",100,"Quercus","alba","white oak","Plantae",5105,371,"Breaking leaf buds",2021,4,30,120,2459335,13,2021,4,30,120,2459335,7,5105,119.5,129,9.5,2021-04-30,569.258544922
"86",5951,45.407852,-93.199257,275,"MN",100,"Quercus","alba","white oak","Plantae",5105,371,"Breaking leaf buds",2021,5,8,128,2459343,1,2021,5,17,137,2459352,6,5105,119.5,129,9.5,2021-05-08,713.798461914
"87",8440,42.283279,-83.771729,273,"MI",100,"Quercus","alba","white oak","Plantae",25513,371,"Breaking leaf buds",2021,4,11,101,2459316,5,2021,5,8,128,2459343,5,25513,107,121.75,14.75,2021-04-11,558.719726562
"88",2772,36.440838,-84.323586,384,"TN",100,"Quercus","alba","white oak","Plantae",60644,371,"Breaking leaf buds",2021,4,16,106,2459321,2,2021,4,30,120,2459335,2,60644,103.75,108.75,5,2021-04-16,1130.62426758
"89",16257,41.211025,-73.826889,696,"NY",100,"Quercus","alba","white oak","Plantae",69431,371,"Breaking leaf buds",2021,4,22,112,2459327,29,2021,5,6,126,2459341,7,69431,109,115.75,6.75,2021-04-22,764.288330078
"90",20223,42.296417,-71.128052,26,"MA",100,"Quercus","alba","white oak","Plantae",87756,371,"Breaking leaf buds",2021,4,23,113,2459328,5,2021,5,10,130,2459345,7,87756,113.5,147.75,34.25,2021-04-23,760.670410156
"91",20343,42.300278,-71.124771,30,"MA",100,"Quercus","alba","white oak","Plantae",87761,371,"Breaking leaf buds",2021,4,26,116,2459331,7,2021,4,26,116,2459331,32,87761,115.25,132.25,17,2021-04-26,823.940368652
"92",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96828,371,"Breaking leaf buds",2021,4,23,113,2459328,37,2021,4,28,118,2459333,7,96828,81.5,107.5,26,2021-04-23,1433.88842773
"93",22017,35.497227,-82.608856,673,"NC",100,"Quercus","alba","white oak","Plantae",96834,371,"Breaking leaf buds",2021,4,23,113,2459328,37,2021,4,28,118,2459333,7,96834,78.25,108.5,30.25,2021-04-23,1433.88842773
"94",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2021,4,17,107,2459322,3,2021,4,17,107,2459322,10,116617,96,118,22,2021-04-17,1669.97595215
"95",12002,35.633415,-83.941086,802,"TN",100,"Quercus","alba","white oak","Plantae",116617,371,"Breaking leaf buds",2021,4,28,118,2459333,1,2021,4,28,118,2459333,17,116617,96,118,22,2021-04-28,1924.12670898
