"id","observed_on","url","latitude","longitude","place_country_name","scientific_name","field.gall.phenophase","agdd"
82500766,"2021-05-30","https://www.inaturalist.org/observations/82500766",37.1582492348,-87.4497749147,"United States","Amphibolips nubilipennis","developing",2643.046875
82728541,"2021-06-12","https://www.inaturalist.org/observations/82728541",40.72411161,-77.93538516,"United States","Amphibolips nubilipennis","developing",2059.56811523
82768217,"2021-06-12","https://www.inaturalist.org/observations/82768217",43.614685467,-84.2810526118,"United States","Amphibolips nubilipennis","developing",1980.82666016
82849920,"2021-06-10","https://www.inaturalist.org/observations/82849920",42.459765,-71.15817,"United States","Amphibolips nubilipennis","developing",2147.79443359
83167080,"2021-06-15","https://www.inaturalist.org/observations/83167080",44.1502528333,-70.2092283333,"United States","Amphibolips nubilipennis","developing",1822.03137207
83545872,"2021-06-18","https://www.inaturalist.org/observations/83545872",42.0423439722,-80.065413,"United States","Amphibolips nubilipennis","developing",2202.59594727
83631240,"2021-06-02","https://www.inaturalist.org/observations/83631240",42.4615833333,-71.1584527778,"United States","Amphibolips nubilipennis","developing",1788.14538574
83718211,"2021-06-19","https://www.inaturalist.org/observations/83718211",43.40423207,-70.6283185592,"United States","Amphibolips nubilipennis","developing",2103.00219727
83917081,"2021-06-20","https://www.inaturalist.org/observations/83917081",41.4229944444,-78.035325,"United States","Amphibolips nubilipennis","developing",2420.1887207
83971629,"2021-06-17","https://www.inaturalist.org/observations/83971629",40.1841849432,-79.2332380626,"United States","Amphibolips nubilipennis","developing",2423.45581055
84058196,"2021-06-09","https://www.inaturalist.org/observations/84058196",42.4616277778,-71.1586555556,"United States","Amphibolips nubilipennis","developing",2103.1003418
84069756,"2021-06-22","https://www.inaturalist.org/observations/84069756",40.783905,-81.933905,"United States","Amphibolips nubilipennis","developing",2572.98217773
84070389,"2021-06-22","https://www.inaturalist.org/observations/84070389",40.7844466667,-81.9377133333,"United States","Amphibolips nubilipennis","developing",2622.65332031
84097412,"2021-06-22","https://www.inaturalist.org/observations/84097412",44.0702083333,-75.6807716667,"United States","Amphibolips nubilipennis","developing",2099.39355469
84209447,"2021-06-23","https://www.inaturalist.org/observations/84209447",40.800252,-77.9237349722,"United States","Amphibolips nubilipennis","developing",2447.45849609
84240949,"2021-06-23","https://www.inaturalist.org/observations/84240949",41.5776760969,-75.9896900967,"United States","Amphibolips nubilipennis","developing",2325.02246094
84328459,"2021-06-10","https://www.inaturalist.org/observations/84328459",42.4596805556,-71.1582416667,"United States","Amphibolips nubilipennis","developing",2147.79443359
84328461,"2021-06-10","https://www.inaturalist.org/observations/84328461",42.4664583333,-71.1543194444,"United States","Amphibolips nubilipennis","perimature",2147.79443359
84328488,"2021-06-10","https://www.inaturalist.org/observations/84328488",42.4596805556,-71.1582416667,"United States","Amphibolips nubilipennis","developing",2147.79443359
84330084,"2021-06-24","https://www.inaturalist.org/observations/84330084",41.1391811949,-76.0134854338,"United States","Amphibolips nubilipennis","perimature",2503.23144531
84494756,"2021-06-25","https://www.inaturalist.org/observations/84494756",42.4178634967,-86.1919980996,"United States","Amphibolips nubilipennis","developing",2365.828125
84751813,"2021-06-21","https://www.inaturalist.org/observations/84751813",42.4304611111,-71.1225333333,"United States","Amphibolips nubilipennis","developing",2527.83764648
85105149,"2021-06-16","https://www.inaturalist.org/observations/85105149",42.4610527778,-71.1573111111,"United States","Amphibolips nubilipennis","developing",2350.25830078
86213171,"2021-06-02","https://www.inaturalist.org/observations/86213171",42.4486433523,-76.479679621,"United States","Amphibolips nubilipennis","developing",1591.70324707
86862930,"2021-06-24","https://www.inaturalist.org/observations/86862930",41.1392610334,-76.0134606623,"United States","Amphibolips nubilipennis","perimature",2503.23144531
112618865,"2022-04-23","https://www.inaturalist.org/observations/112618865",32.7837417565,-97.1163751354,"United States","Amphibolips nubilipennis","developing",2478.94067383
113043674,"2022-04-26","https://www.inaturalist.org/observations/113043674",32.6906208594,-97.1922489256,"United States","Amphibolips nubilipennis","developing",2560.16577148
114011774,"2022-04-30","https://www.inaturalist.org/observations/114011774",32.820675,-98.0271083333,"United States","Amphibolips nubilipennis","perimature",2440.10644531
117032703,"2022-05-14","https://www.inaturalist.org/observations/117032703",39.13885,-84.5171283333,"United States","Amphibolips nubilipennis","developing",1671.68591309
