"id","observed_on","taxon.name","Latitude","Longitude","uri","Evidence_of_Presence","Life_Stage","Gall_generation","Gall_phenophase","Host_Plant_ID","agdd","phenogen"
74961378,"2021-04-23","Andricus quercusutriculus","38.8581974019","-77.3283664064","https://www.inaturalist.org/observations/74961378","Gall","","bisexual","developing","54779",1232.94506836,"Sexgen Developing"
74962382,"2021-04-23","Andricus quercusutriculus","38.858197402","-77.328108914","https://www.inaturalist.org/observations/74962382","Gall","","bisexual","developing","54779",1232.94506836,"Sexgen Developing"
75487843,"2021-04-27","Andricus quercusutriculus","38.8583185392","-77.3279211621","https://www.inaturalist.org/observations/75487843","Gall","","bisexual","developing","54779",1319.80395508,"Sexgen Developing"
76820115,"2021-05-02","Andricus quercusutriculus","38.6197383333","-77.118775","https://www.inaturalist.org/observations/76820115","Gall","","bisexual","developing","54779",1580.94824219,"Sexgen Developing"
77093009,"2021-05-03","Andricus quercusutriculus","38.8769422476","-77.495909734","https://www.inaturalist.org/observations/77093009","Gall","","bisexual","developing","119269",1509.25427246,"Sexgen Developing"
77093040,"2021-05-03","Andricus quercusutriculus","38.8769422476","-77.495909734","https://www.inaturalist.org/observations/77093040","Gall","","bisexual","developing","119269",1509.25427246,"Sexgen Developing"
77093074,"2021-05-03","Andricus quercusutriculus","38.8769422476","-77.495909734","https://www.inaturalist.org/observations/77093074","Gall","","bisexual","perimature","119269",1509.25427246,"Sexgen Perimature"
77093084,"2021-05-03","Andricus quercusutriculus","38.8769422476","-77.495909734","https://www.inaturalist.org/observations/77093084","Gall","","bisexual","developing","119269",1509.25427246,"Sexgen Developing"
77093102,"2021-05-03","Andricus quercusutriculus","38.8769422476","-77.495909734","https://www.inaturalist.org/observations/77093102","Gall","","bisexual","perimature","119269",1509.25427246,"Sexgen Perimature"
77093151,"2021-05-03","Andricus quercusutriculus","38.8769422476","-77.495909734","https://www.inaturalist.org/observations/77093151","Gall","","bisexual","developing","119269",1509.25427246,"Sexgen Developing"
77093172,"2021-05-03","Andricus quercusutriculus","38.8769422476","-77.495909734","https://www.inaturalist.org/observations/77093172","Gall","","bisexual","developing","119269",1509.25427246,"Sexgen Developing"
77529902,"2021-05-05","Andricus quercusutriculus","38.0317459106","-90.2483291625","https://www.inaturalist.org/observations/77529902","Gall","","bisexual","developing","861029",1672.24414062,"Sexgen Developing"
78241209,"2021-05-10","Andricus quercusutriculus","40.7972607","-77.86263026","https://www.inaturalist.org/observations/78241209","Gall","","bisexual","developing","54780",1130.09313965,"Sexgen Developing"
78293070,"2021-05-10","Andricus quercusutriculus","40.778775","-81.8975916667","https://www.inaturalist.org/observations/78293070","Gall","","bisexual","developing","54779",1140.88427734,"Sexgen Developing"
78399226,"2021-05-11","Andricus quercusutriculus","38.8579718286","-77.3283985926","https://www.inaturalist.org/observations/78399226","Gall","","bisexual","perimature","54779",1747.14172363,"Sexgen Perimature"
78399231,"2021-05-11","Andricus quercusutriculus","38.8579718286","-77.3283985926","https://www.inaturalist.org/observations/78399231","Gall","","bisexual","perimature","54779",1747.14172363,"Sexgen Perimature"
78896937,"2021-05-15","Andricus quercusutriculus","40.77898","-81.9238133333","https://www.inaturalist.org/observations/78896937","Gall","","bisexual","developing","54779",1221.16430664,"Sexgen Developing"
79013159,"2021-05-16","Andricus quercusutriculus","40.81212","-81.9340216667","https://www.inaturalist.org/observations/79013159","Gall","","bisexual","developing","54779",1273.40039062,"Sexgen Developing"
79013455,"2021-05-16","Andricus quercusutriculus","40.8110866667","-81.9357216667","https://www.inaturalist.org/observations/79013455","Gall","","bisexual","developing","54779",1237.01330566,"Sexgen Developing"
79554057,"2021-05-18","Andricus quercusutriculus","38.8776333333","-77.4893416667","https://www.inaturalist.org/observations/79554057","Gall","","bisexual","perimature","119269",1899.7277832,"Sexgen Perimature"
79574736,"2021-05-20","Andricus quercusutriculus","40.683025","-82.0621721667","https://www.inaturalist.org/observations/79574736","Gall","","bisexual","developing","54779",1412.38708496,"Sexgen Developing"
79576728,"2021-05-18","Andricus quercusutriculus","38.877845","-77.4896783333","https://www.inaturalist.org/observations/79576728","Gall","","bisexual","developing","unknown",1899.7277832,"Sexgen Developing"
79890038,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890038","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890039,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890039","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890041,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890041","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890042,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890042","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890043,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890043","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890045,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890045","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890046,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890046","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890047,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890047","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890049,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890049","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890050,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890050","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890051,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890051","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890052,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890052","Gall","","bisexual","developing","54779",1219.02282715,"Sexgen Developing"
79890054,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890054","Gall","Larva","bisexual","developing","54779",1219.02282715,"Sexgen Developing (Larva)"
79890057,"2021-05-22","Andricus quercusutriculus","43.6797027153","-84.2510521614","https://www.inaturalist.org/observations/79890057","Gall","Larva","bisexual","developing","54779",1219.02282715,"Sexgen Developing (Larva)"
80155677,"2021-05-24","Andricus quercusutriculus","38.6364687898","-77.1700914086","https://www.inaturalist.org/observations/80155677","Organism; Gall","Pupa","bisexual","developing","54779",2237.85864258,"Sexgen Developing (Pupa)"
80195059,"2021-05-23","Andricus quercusutriculus","39.093941304","-77.1270217878","https://www.inaturalist.org/observations/80195059","Gall","","bisexual","perimature","54779",2076.56884766,"Sexgen Perimature"
80195704,"2021-05-23","Andricus quercusutriculus","39.093861149","-77.1267340168","https://www.inaturalist.org/observations/80195704","Organism; Gall","Pupa","bisexual","developing","54779",2076.56884766,"Sexgen Developing (Pupa)"
80369010,"2021-05-26","Andricus quercusutriculus","40.7837887066","-77.8640287095","https://www.inaturalist.org/observations/80369010","Gall","","bisexual","developing","54779",1586.33886719,"Sexgen Developing"
80658954,"2021-05-28","Andricus quercusutriculus","38.8577671424","-77.3284254142","https://www.inaturalist.org/observations/80658954","Gall","","bisexual","developing","54779",2336.33520508,"Sexgen Developing"
81455509,"2021-06-03","Andricus quercusutriculus","40.7763866667","-81.92253","https://www.inaturalist.org/observations/81455509","Gall","","bisexual","developing","54779",1834.46008301,"Sexgen Developing"
81616648,"2021-06-04","Andricus quercusutriculus","42.6302529911","-71.287270339","https://www.inaturalist.org/observations/81616648","Gall","","bisexual","developing","54779",1790.02685547,"Sexgen Developing"
81617109,"2021-06-04","Andricus quercusutriculus","42.6301455724","-71.2876493276","https://www.inaturalist.org/observations/81617109","Gall","","bisexual","developing","54779",1790.02685547,"Sexgen Developing"
81736923,"2021-06-05","Andricus quercusutriculus","39.8221166667","-77.2453466667","https://www.inaturalist.org/observations/81736923","Gall","","bisexual","perimature","54779",2234.34838867,"Sexgen Perimature"
81936441,"2021-06-06","Andricus quercusutriculus","40.6827929722","-77.8652539722","https://www.inaturalist.org/observations/81936441","Gall","","bisexual","developing","54779",1895.13781738,"Sexgen Developing"
83200480,"2021-06-15","Andricus quercusutriculus","38.8753636806","-77.4961779585","https://www.inaturalist.org/observations/83200480","Gall","","bisexual","perimature","119269",2994.51464844,"Sexgen Perimature"
83200482,"2021-06-15","Andricus quercusutriculus","38.8753636806","-77.4961779585","https://www.inaturalist.org/observations/83200482","Gall","","bisexual","perimature","119269",2994.51464844,"Sexgen Perimature"
83200484,"2021-06-15","Andricus quercusutriculus","38.8753636806","-77.4961779585","https://www.inaturalist.org/observations/83200484","Gall","","bisexual","perimature","119269",2994.51464844,"Sexgen Perimature"
83935038,"2021-06-20","Andricus quercusutriculus","39.0634778333","-77.1661388333","https://www.inaturalist.org/observations/83935038","Gall","","bisexual","perimature","54779",3191.63305664,"Sexgen Perimature"
84452705,"2021-06-25","Andricus quercusutriculus","40.7754729722","-77.8637159722","https://www.inaturalist.org/observations/84452705","Gall","","bisexual","senescent","54779",2614.74951172,"Sexgen Senescent"
84453299,"2021-06-25","Andricus quercusutriculus","40.7754639722","-77.863674","https://www.inaturalist.org/observations/84453299","Gall","","bisexual","senescent","54779",2614.74951172,"Sexgen Senescent"
84453519,"2021-06-25","Andricus quercusutriculus","40.7754499722","-77.863663","https://www.inaturalist.org/observations/84453519","Gall","","bisexual","senescent","54779",2614.74951172,"Sexgen Senescent"
84453747,"2021-06-25","Andricus quercusutriculus","40.7753739722","-77.8636829722","https://www.inaturalist.org/observations/84453747","Gall","","bisexual","senescent","54779",2614.74951172,"Sexgen Senescent"
84454017,"2021-06-25","Andricus quercusutriculus","40.775548","-77.8636869722","https://www.inaturalist.org/observations/84454017","Gall","","bisexual","senescent","54779",2614.74951172,"Sexgen Senescent"
84454291,"2021-06-25","Andricus quercusutriculus","40.7755519722","-77.863697","https://www.inaturalist.org/observations/84454291","Gall","","bisexual","senescent","54779",2614.74951172,"Sexgen Senescent"
84651125,"2021-06-26","Andricus quercusutriculus","38.8788633333","-77.0927888333","https://www.inaturalist.org/observations/84651125","Gall","","bisexual","senescent","54779",3651.82055664,"Sexgen Senescent"
86680576,"2021-07-11","Andricus quercusutriculus","39.1028333333","-77.1173861667","https://www.inaturalist.org/observations/86680576","Gall","","bisexual","senescent","54779",4096.99658203,"Sexgen Senescent"
88569006,"2021-07-23","Andricus quercusutriculus","43.5049833333","-83.3640777778","https://www.inaturalist.org/observations/88569006","Gall","","bisexual","senescent","54779",3452.57861328,"Sexgen Senescent"
92731398,"2021-08-26","Andricus quercusutriculus","38.87965","-77.0942083333","https://www.inaturalist.org/observations/92731398","Gall","","bisexual","senescent","54779",6558.86523438,"Sexgen Senescent"
92731431,"2021-08-26","Andricus quercusutriculus","38.8796583333","-77.0941861667","https://www.inaturalist.org/observations/92731431","Gall","","bisexual","senescent","54779",6558.86523438,"Sexgen Senescent"
94064936,"2021-09-04","Andricus quercusutriculus","38.4648309049","-75.8864245876","https://www.inaturalist.org/observations/94064936","Gall","","bisexual","senescent","54779",6804.94238281,"Sexgen Senescent"
94463902,"2021-09-11","Andricus quercusutriculus","37.2940972222","-76.6424638889","https://www.inaturalist.org/observations/94463902","Gall","","bisexual","senescent","54779",7582.91894531,"Sexgen Senescent"
94506892,"2021-09-11","Andricus quercusutriculus","37.60342","-88.3848333333","https://www.inaturalist.org/observations/94506892","Gall","","bisexual","senescent","119269",6855.53271484,"Sexgen Senescent"
94654410,"2021-09-12","Andricus quercusutriculus","40.4882444444","-80.1859361111","https://www.inaturalist.org/observations/94654410","Gall","","bisexual","senescent","54779",6013.68896484,"Sexgen Senescent"
95338699,"2021-09-18","Andricus quercusutriculus","38.857817265","-77.3284039592","https://www.inaturalist.org/observations/95338699","Gall","","bisexual","senescent","54779",7288.546875,"Sexgen Senescent"
96634081,"2021-09-29","Andricus quercusutriculus","40.7789283333","-81.9240416667","https://www.inaturalist.org/observations/96634081","Gall","","bisexual","senescent","54779",6367.3203125,"Sexgen Senescent"
96982509,"2021-10-02","Andricus quercusutriculus","38.8578465079","-77.3283342192","https://www.inaturalist.org/observations/96982509","Gall","","bisexual","senescent","54779",7764.14208984,"Sexgen Senescent"
97015519,"2021-09-25","Andricus quercusutriculus","44.8594717969","-93.6228919029","https://www.inaturalist.org/observations/97015519","Gall","","bisexual","senescent","54779",5931.68212891,"Sexgen Senescent"
97104491,"2021-10-03","Andricus quercusutriculus","31.1498978488","-91.2717925362","https://www.inaturalist.org/observations/97104491","Gall","","bisexual","senescent","54779",9922.22070312,"Sexgen Senescent"
97211947,"2021-10-04","Andricus quercusutriculus","42.1891794","-88.0169769997","https://www.inaturalist.org/observations/97211947","Gall","","bisexual","senescent","54779",6647.41455078,"Sexgen Senescent"
97508427,"2021-10-07","Andricus quercusutriculus","40.6490701173","-73.9907955567","https://www.inaturalist.org/observations/97508427","Gall","","bisexual","senescent","54779",7810.44921875,"Sexgen Senescent"
98405640,"2021-10-16","Andricus quercusutriculus","41.2413883333","-73.9748783333","https://www.inaturalist.org/observations/98405640","Gall","","bisexual","senescent","54779",7366.45068359,"Sexgen Senescent"
98418017,"2021-10-13","Andricus quercusutriculus","40.008772775","-75.524746605","https://www.inaturalist.org/observations/98418017","Gall","","bisexual","senescent","54779",7422.64697266,"Sexgen Senescent"
98517903,"2021-10-17","Andricus quercusutriculus","40.0502555","-82.22957","https://www.inaturalist.org/observations/98517903","Gall","","bisexual","senescent","54779",7362.63330078,"Sexgen Senescent"
98642480,"2021-10-18","Andricus quercusutriculus","37.2707944444","-76.7161111111","https://www.inaturalist.org/observations/98642480","Gall","","bisexual","senescent","861033",8973.61816406,"Sexgen Senescent"
99006979,"2021-10-22","Andricus quercusutriculus","38.8605474","-77.325196","https://www.inaturalist.org/observations/99006979","Gall","","bisexual","senescent","54779",8434.45214844,"Sexgen Senescent"
99241218,"2021-10-24","Andricus quercusutriculus","40.1220028333","-75.2121716667","https://www.inaturalist.org/observations/99241218","Gall","","bisexual","senescent","",8003.17675781,"Sexgen Senescent"
100035448,"2021-11-01","Andricus quercusutriculus","42.149886","-87.784812","https://www.inaturalist.org/observations/100035448","Gall","","bisexual","senescent","54779",7280.02392578,"Sexgen Senescent"
100356813,"2021-11-05","Andricus quercusutriculus","43.6723560508","-84.2498353095","https://www.inaturalist.org/observations/100356813","Gall","","bisexual","senescent","54779",6719.88330078,"Sexgen Senescent"
100537501,"2021-11-07","Andricus quercusutriculus","38.8604201414","-77.3250605135","https://www.inaturalist.org/observations/100537501","Gall","","bisexual","senescent","54779",8768.88378906,"Sexgen Senescent"
101287710,"2021-11-16","Andricus quercusutriculus","38.8581347428","-77.3280659987","https://www.inaturalist.org/observations/101287710","Gall","","bisexual","senescent","54779",8929.1640625,"Sexgen Senescent"
101287715,"2021-11-16","Andricus quercusutriculus","38.8581347428","-77.3280659987","https://www.inaturalist.org/observations/101287715","Gall","","bisexual","senescent","54779",8929.1640625,"Sexgen Senescent"
101287723,"2021-11-16","Andricus quercusutriculus","38.8581347428","-77.3280659987","https://www.inaturalist.org/observations/101287723","Gall","","bisexual","senescent","54779",8929.1640625,"Sexgen Senescent"
101491126,"2021-11-19","Andricus quercusutriculus","38.8743863801","-77.4916718271","https://www.inaturalist.org/observations/101491126","Gall","","bisexual","senescent","54779",8931.05273438,"Sexgen Senescent"
103091603,"2021-12-14","Andricus quercusutriculus","41.5664333333","-72.0561221667","https://www.inaturalist.org/observations/103091603","Gall","","bisexual","senescent","54779",7525.0390625,"Sexgen Senescent"
105810528,"2021-05-14","Andricus quercusutriculus","42.2998961205","-71.6210108337","https://www.inaturalist.org/observations/105810528","Gall","","bisexual","developing","54779",1112.21911621,"Sexgen Developing"
106054657,"2021-04-27","Andricus quercusutriculus","38.9786104897","-77.0186474278","https://www.inaturalist.org/observations/106054657","Gall","","bisexual","developing","861033",1354.36425781,"Sexgen Developing"
107549534,"2022-02-21","Andricus quercusutriculus","38.8887833333","-76.9457333333","https://www.inaturalist.org/observations/107549534","Gall","","bisexual","senescent","54779",265.787719727,"Sexgen Senescent"
107924130,"2022-03-04","Andricus quercusutriculus","38.907455","-76.9705883333","https://www.inaturalist.org/observations/107924130","Gall","","bisexual","senescent","54779",408.104492188,"Sexgen Senescent"
107924137,"2022-03-04","Andricus quercusutriculus","38.9074783333","-76.9705883333","https://www.inaturalist.org/observations/107924137","Gall","","bisexual","senescent","54779",408.104492188,"Sexgen Senescent"
107924186,"2022-03-04","Andricus quercusutriculus","38.9074783333","-76.9705716667","https://www.inaturalist.org/observations/107924186","Gall","","bisexual","senescent","54779",408.104492188,"Sexgen Senescent"
107924199,"2022-03-04","Andricus quercusutriculus","38.9074633333","-76.9705883333","https://www.inaturalist.org/observations/107924199","Gall","","bisexual","senescent","54779",408.104492188,"Sexgen Senescent"
107946925,"2022-03-04","Andricus quercusutriculus","43.0331265987","-76.1383985639","https://www.inaturalist.org/observations/107946925","Gall","","bisexual","senescent","54779",94.6438827515,"Sexgen Senescent"
110756340,"2022-04-08","Andricus quercusutriculus","34.1476221667","-82.0170055","https://www.inaturalist.org/observations/110756340","Gall","","bisexual","developing","167661",1709.40478516,"Sexgen Developing"
110756657,"2022-04-08","Andricus quercusutriculus","34.1472361667","-82.0164638833","https://www.inaturalist.org/observations/110756657","Gall","","bisexual","developing","167661",1709.40478516,"Sexgen Developing"
110757070,"2022-04-08","Andricus quercusutriculus","33.83503","-82.18673","https://www.inaturalist.org/observations/110757070","Gall","","bisexual","developing","167661",1884.10388184,"Sexgen Developing"
110760095,"2022-04-08","Andricus quercusutriculus","33.8378416667","-82.1368638333","https://www.inaturalist.org/observations/110760095","Gall","","bisexual","developing","167661",1878.78564453,"Sexgen Developing"
110850276,"2022-04-09","Andricus quercusutriculus","30.793745","-81.9393616667","https://www.inaturalist.org/observations/110850276","Gall","","bisexual","developing","371998",2572.63085938,"Sexgen Developing"
110959457,"2022-04-10","Andricus quercusutriculus","32.1925783333","-84.1335611667","https://www.inaturalist.org/observations/110959457","Gall","","bisexual","developing","119269",2185.90087891,"Sexgen Developing"
113538875,"2022-04-29","Andricus quercusutriculus","30.4243723928","-97.8518244978","https://www.inaturalist.org/observations/113538875","Gall","","bisexual","developing","242521",2912.19116211,"Sexgen Developing"
113886382,"2022-04-30","Andricus quercusutriculus","38.8578297993","-77.3283664071","https://www.inaturalist.org/observations/113886382","Gall","","bisexual","developing","54779",1456.63122559,"Sexgen Developing"
113886425,"2022-04-30","Andricus quercusutriculus","38.8578297993","-77.3283664071","https://www.inaturalist.org/observations/113886425","Gall","","bisexual","developing","54779",1456.63122559,"Sexgen Developing"
115457532,"2022-05-04","Andricus quercusutriculus","30.4239482072","-97.8526072839","https://www.inaturalist.org/observations/115457532","Gall","","bisexual","developing","242521",3146.11010742,"Sexgen Developing"
116235207,"2022-05-08","Andricus quercusutriculus","35.5328383636","-92.017950832","https://www.inaturalist.org/observations/116235207","Gall","","bisexual","developing","119269",2062.38525391,"Sexgen Developing"
116488270,"2022-05-10","Andricus quercusutriculus","38.8578172695","-77.3285702534","https://www.inaturalist.org/observations/116488270","Gall","","bisexual","developing","54779",1717.80200195,"Sexgen Developing"
116488271,"2022-05-10","Andricus quercusutriculus","38.8578172695","-77.3285702534","https://www.inaturalist.org/observations/116488271","Organism; Gall","Pupa","bisexual","developing","54779",1717.80200195,"Sexgen Developing (Pupa)"
117175249,"2022-05-15","Andricus quercusutriculus","40.3791883333","-82.3972466667","https://www.inaturalist.org/observations/117175249","Gall","","bisexual","developing","54779",1341.11584473,"Sexgen Developing"
117264169,"2022-05-15","Andricus quercusutriculus","39.13937","-84.51484","https://www.inaturalist.org/observations/117264169","Gall","","bisexual","developing","",1711.47485352,"Sexgen Developing"
117264223,"2022-05-15","Andricus quercusutriculus","39.1391633333","-84.514905","https://www.inaturalist.org/observations/117264223","Gall","","bisexual","developing","54779",1711.47485352,"Sexgen Developing"
117780949,"2022-05-19","Andricus quercusutriculus","38.8604834929","-77.324983462","https://www.inaturalist.org/observations/117780949","Gall","","bisexual","developing","54779",2026.02502441,"Sexgen Developing"
117780950,"2022-05-19","Andricus quercusutriculus","38.8604834929","-77.324983462","https://www.inaturalist.org/observations/117780950","Gall","","bisexual","developing","54779",2026.02502441,"Sexgen Developing"
118111174,"2022-05-21","Andricus quercusutriculus","38.857934232","-77.3283985889","https://www.inaturalist.org/observations/118111174","Gall","","bisexual","developing","54779",2112.73120117,"Sexgen Developing"
118111245,"2022-05-21","Andricus quercusutriculus","38.857934232","-77.3283985889","https://www.inaturalist.org/observations/118111245","Gall","","bisexual","developing","54779",2112.73120117,"Sexgen Developing"
119129153,"2022-05-28","Andricus quercusutriculus","38.8581681615","-77.3280230809","https://www.inaturalist.org/observations/119129153","Gall","","bisexual","developing","54779",2361.59008789,"Sexgen Developing"
121071517,"2017-08-09","Andricus quercusutriculus","38.9226","-78.4258","https://www.inaturalist.org/observations/121071517","Gall","","bisexual","senescent","54779",5693.72314453,"Sexgen Senescent"
121071745,"2017-07-31","Andricus quercusutriculus","38.9226","-78.4258","https://www.inaturalist.org/observations/121071745","Gall","","bisexual","senescent","54779",5330.88818359,"Sexgen Senescent"
