"id","observed_on","taxon.name","Latitude","Longitude","uri","Evidence_of_Presence","Life_Stage","Gall_generation","Gall_phenophase","Host_Plant_ID","agdd","phenogen"
16325537,"2018-09-08","Disholcaspis quercusmamma","42.8292417247","-84.4131640625","https://www.inaturalist.org/observations/16325537","Gall","","unisexual","developing","54780",5357.41894531,"unisexual_developing_"
16519285,"2018-09-12","Disholcaspis quercusmamma","40.6518260552","-74.5460499418","https://www.inaturalist.org/observations/16519285","Gall","","unisexual","developing","",6214.5234375,"unisexual_developing_"
16529990,"2018-09-14","Disholcaspis quercusmamma","40.7920723341","-73.9155379852","https://www.inaturalist.org/observations/16529990","Organism; Gall","Larva","unisexual","developing","54780",6710.87646484,"unisexual_developing_Larva"
16643283,"2018-09-17","Disholcaspis quercusmamma","41.67673851","-91.54221907","https://www.inaturalist.org/observations/16643283","Gall","","unisexual","developing","",6241.52539062,"unisexual_developing_"
18397465,"2018-11-14","Disholcaspis quercusmamma","41.1592618","-74.0698645","https://www.inaturalist.org/observations/18397465","Gall","","unisexual","perimature","",7376.58007812,"unisexual_perimature_"
21905484,"2019-04-01","Disholcaspis quercusmamma","44.9805686285","-93.1392074749","https://www.inaturalist.org/observations/21905484","Gall","","unisexual","oviscar","54781",98.6307373047,"unisexual_oviscar_"
25640020,"2019-05-23","Disholcaspis quercusmamma","41.6641758463","-91.5784208144","https://www.inaturalist.org/observations/25640020","Gall","","bisexual","developing","54780",1267.63964844,"bisexual_developing_"
29111034,"2019-07-18","Disholcaspis quercusmamma","42.4813678","-83.1912878","https://www.inaturalist.org/observations/29111034","Gall","","unisexual","developing","",3337.30639648,"unisexual_developing_"
30299168,"2019-08-05","Disholcaspis quercusmamma","42.6391","-96.3219616667","https://www.inaturalist.org/observations/30299168","Gall","","unisexual","developing","",3968.26928711,"unisexual_developing_"
30363715,"2019-08-05","Disholcaspis quercusmamma","42.2476244","-84.7429935","https://www.inaturalist.org/observations/30363715","Gall","","unisexual","developing","54781",3855.82299805,"unisexual_developing_"
30639291,"2019-08-09","Disholcaspis quercusmamma","43.3368063861","-88.1304047629","https://www.inaturalist.org/observations/30639291","Gall","","unisexual","developing","",3767.01953125,"unisexual_developing_"
30807838,"2019-08-14","Disholcaspis quercusmamma","40.7908618218","-77.8711456341","https://www.inaturalist.org/observations/30807838","Gall","","unisexual","developing","oaks",4554.34082031,"unisexual_developing_"
30941181,"2019-08-16","Disholcaspis quercusmamma","40.7834633333","-81.919905","https://www.inaturalist.org/observations/30941181","Gall","","unisexual","developing","",4846.52587891,"unisexual_developing_"
30988086,"2019-08-17","Disholcaspis quercusmamma","42.92029382","-77.23546415","https://www.inaturalist.org/observations/30988086","Gall","","unisexual","developing","",4287.49023438,"unisexual_developing_"
31101118,"2019-08-15","Disholcaspis quercusmamma","44.4629121","-88.0149057","https://www.inaturalist.org/observations/31101118","Gall","","unisexual","developing","",3885.46923828,"unisexual_developing_"
31101124,"2019-08-15","Disholcaspis quercusmamma","44.4629121","-88.0149057","https://www.inaturalist.org/observations/31101124","Gall","","unisexual","developing","",3885.46923828,"unisexual_developing_"
31101127,"2019-08-15","Disholcaspis quercusmamma","44.4629121","-88.0149057","https://www.inaturalist.org/observations/31101127","Gall","","unisexual","developing","",3885.46923828,"unisexual_developing_"
31246162,"2019-08-21","Disholcaspis quercusmamma","45.1716283333","-93.6314916667","https://www.inaturalist.org/observations/31246162","Gall","","unisexual","developing","",4175.80126953,"unisexual_developing_"
31257076,"2019-08-20","Disholcaspis quercusmamma","46.5052275354","-94.2050516233","https://www.inaturalist.org/observations/31257076","Organism; Gall","Larva","unisexual","developing","54781",3675.12988281,"unisexual_developing_Larva"
31318049,"2019-08-22","Disholcaspis quercusmamma","42.4257843232","-83.9349660477","https://www.inaturalist.org/observations/31318049","Gall","","unisexual","developing","54780",4502.16699219,"unisexual_developing_"
31374653,"2019-08-23","Disholcaspis quercusmamma","41.8212149386","-88.0768890773","https://www.inaturalist.org/observations/31374653","Gall","","unisexual","developing","",4930.45703125,"unisexual_developing_"
31413873,"2019-08-24","Disholcaspis quercusmamma","41.7503947169","-88.121496217","https://www.inaturalist.org/observations/31413873","Gall","","unisexual","developing","54781",4986.50097656,"unisexual_developing_"
31445341,"2019-08-24","Disholcaspis quercusmamma","40.6485621174","-73.9889144897","https://www.inaturalist.org/observations/31445341","Gall","","unisexual","developing","",5970.32666016,"unisexual_developing_"
31934840,"2019-09-01","Disholcaspis quercusmamma","43.1324152463","-77.9823925161","https://www.inaturalist.org/observations/31934840","Gall","","unisexual","developing","54781",4668.26220703,"unisexual_developing_"
31988670,"2019-09-02","Disholcaspis quercusmamma","43.1171307045","-89.306136293","https://www.inaturalist.org/observations/31988670","Gall","","unisexual","developing","54781",4836.84082031,"unisexual_developing_"
32131185,"2019-09-04","Disholcaspis quercusmamma","44.3977916","-92.1011478","https://www.inaturalist.org/observations/32131185","Organism; Gall","Larva","unisexual","developing","54781",4764.19384766,"unisexual_developing_Larva"
32242932,"2019-09-06","Disholcaspis quercusmamma","42.5026168823","-91.4584655762","https://www.inaturalist.org/observations/32242932","Gall","","unisexual","developing","54781",5090.53417969,"unisexual_developing_"
32267559,"2019-09-07","Disholcaspis quercusmamma","42.5025520325","-91.458404541","https://www.inaturalist.org/observations/32267559","Gall","","unisexual","developing","54781",5122.78125,"unisexual_developing_"
32585513,"2019-09-12","Disholcaspis quercusmamma","38.9667026544","-77.5459921587","https://www.inaturalist.org/observations/32585513","Gall","","unisexual","developing","",6952.29980469,"unisexual_developing_"
32851561,"2019-09-16","Disholcaspis quercusmamma","40.8006057739","-77.8669967651","https://www.inaturalist.org/observations/32851561","Gall","","unisexual","developing","54780",5841.53710938,"unisexual_developing_"
32862265,"2019-09-16","Disholcaspis quercusmamma","42.1066367626","-87.7751517948","https://www.inaturalist.org/observations/32862265","Gall","","unisexual","developing","54780",5446.43701172,"unisexual_developing_"
32873744,"2019-09-04","Disholcaspis quercusmamma","38.41432","-96.181595","https://www.inaturalist.org/observations/32873744","Gall","","unisexual","developing","54781",6347.70654297,"unisexual_developing_"
33447423,"2019-09-26","Disholcaspis quercusmamma","40.8048171997","-77.8642196655","https://www.inaturalist.org/observations/33447423","Gall","","unisexual","developing","54780",6156.87011719,"unisexual_developing_"
34124894,"2019-09-07","Disholcaspis quercusmamma","42.4799118742","-83.1892279289","https://www.inaturalist.org/observations/34124894","Gall","","unisexual","developing","",5420.03955078,"unisexual_developing_"
34323758,"2019-10-13","Disholcaspis quercusmamma","41.0099146469","-80.0101655816","https://www.inaturalist.org/observations/34323758","Gall","","unisexual","developing","",6637.14599609,"unisexual_developing_"
35213594,"2019-11-02","Disholcaspis quercusmamma","32.7414704107","-97.1727089052","https://www.inaturalist.org/observations/35213594","Gall","","unisexual","developing","",11280.1669922,"unisexual_developing_"
35241508,"2019-11-03","Disholcaspis quercusmamma","40.7967758179","-77.8682937622","https://www.inaturalist.org/observations/35241508","Organism","Adult","unisexual","","54780",6971.19042969,"unisexual__Adult"
35475427,"2019-11-08","Disholcaspis quercusmamma","42.46688833","-87.80661167","https://www.inaturalist.org/observations/35475427","Gall","","unisexual","perimature","54781",6168.08544922,"unisexual_perimature_"
40079794,"2019-11-17","Disholcaspis quercusmamma","40.8547363281","-74.0103759766","https://www.inaturalist.org/observations/40079794","Gall","","unisexual","perimature","",8198.328125,"unisexual_perimature_"
54179994,"2020-07-23","Disholcaspis quercusmamma","42.7223888889","-83.494225","https://www.inaturalist.org/observations/54179994","Gall","","unisexual","developing","54781",3390.32495117,"unisexual_developing_"
55110927,"2020-07-31","Disholcaspis quercusmamma","30.7471305556","-87.9247361111","https://www.inaturalist.org/observations/55110927","Gall","Larva","unisexual","developing","82754",7556.22753906,"unisexual_developing_Larva"
55512661,"2020-08-05","Disholcaspis quercusmamma","41.78283667","-87.990045","https://www.inaturalist.org/observations/55512661","Gall","","unisexual","developing","54781",4417.70214844,"unisexual_developing_"
55648821,"2020-08-06","Disholcaspis quercusmamma","42.4690833333","-83.3137083333","https://www.inaturalist.org/observations/55648821","Gall","","unisexual","developing","54780",4358.203125,"unisexual_developing_"
56036339,"2020-08-10","Disholcaspis quercusmamma","42.34544667","-82.96697167","https://www.inaturalist.org/observations/56036339","Gall","","unisexual","developing","",4112.41308594,"unisexual_developing_"
56152279,"2020-08-11","Disholcaspis quercusmamma","40.7983360289","-77.8670883178","https://www.inaturalist.org/observations/56152279","Gall","","unisexual","developing","",4677.24365234,"unisexual_developing_"
56252448,"2020-08-11","Disholcaspis quercusmamma","44.900965855","-93.4935965877","https://www.inaturalist.org/observations/56252448","Gall","","unisexual","developing","54781",4251.12109375,"unisexual_developing_"
56252450,"2020-08-12","Disholcaspis quercusmamma","44.9011178454","-93.493382011","https://www.inaturalist.org/observations/56252450","Gall","","unisexual","developing","54781",4290.30712891,"unisexual_developing_"
56436971,"2020-08-14","Disholcaspis quercusmamma","40.77675","-81.92858","https://www.inaturalist.org/observations/56436971","Gall","","unisexual","developing","54781",4769.4765625,"unisexual_developing_"
56571436,"2020-08-15","Disholcaspis quercusmamma","41.8955954301","-87.829871835","https://www.inaturalist.org/observations/56571436","Gall","","unisexual","developing","",4822.75634766,"unisexual_developing_"
56771191,"2020-08-16","Disholcaspis quercusmamma","30.56825","-88.6271222222","https://www.inaturalist.org/observations/56771191","Gall","","unisexual","developing","82754",8568.41992188,"unisexual_developing_"
56777044,"2020-08-16","Disholcaspis quercusmamma","42.2476244","-84.7429935","https://www.inaturalist.org/observations/56777044","Gall","","unisexual","developing","",4369.42529297,"unisexual_developing_"
56852631,"2020-08-18","Disholcaspis quercusmamma","40.7964764396","-77.8411287815","https://www.inaturalist.org/observations/56852631","Gall","","unisexual","developing","",5130.78222656,"unisexual_developing_"
56853010,"2020-08-18","Disholcaspis quercusmamma","40.7967207302","-77.8411619738","https://www.inaturalist.org/observations/56853010","Gall","","unisexual","developing","54781",5130.78222656,"unisexual_developing_"
56861293,"2020-08-18","Disholcaspis quercusmamma","45.0363076526","-93.6633986235","https://www.inaturalist.org/observations/56861293","Gall","","unisexual","developing","54781",4348.22412109,"unisexual_developing_"
56954577,"2020-08-19","Disholcaspis quercusmamma","44.73854667","-93.16531383","https://www.inaturalist.org/observations/56954577","Gall","","unisexual","developing","54781",4423.72314453,"unisexual_developing_"
57023922,"2020-08-19","Disholcaspis quercusmamma","41.9774465088","-87.7392224952","https://www.inaturalist.org/observations/57023922","Gall","","unisexual","developing","54780",4870.05078125,"unisexual_developing_"
57680413,"2020-08-26","Disholcaspis quercusmamma","41.2670823746","-96.0328402744","https://www.inaturalist.org/observations/57680413","Gall","","unisexual","developing","54781",5830.44873047,"unisexual_developing_"
57753350,"2020-08-27","Disholcaspis quercusmamma","41.4816591084","-71.4816612576","https://www.inaturalist.org/observations/57753350","Gall","","unisexual","developing","",5185.14013672,"unisexual_developing_"
57847434,"2020-08-28","Disholcaspis quercusmamma","40.78295","-81.91845","https://www.inaturalist.org/observations/57847434","Gall","","unisexual","developing","82754",5322.09375,"unisexual_developing_"
57874287,"2020-08-28","Disholcaspis quercusmamma","40.7112351304","-74.5128890336","https://www.inaturalist.org/observations/57874287","Gall","","unisexual","developing","",5830.31494141,"unisexual_developing_"
57913099,"2020-08-28","Disholcaspis quercusmamma","40.6517587257","-73.993151316","https://www.inaturalist.org/observations/57913099","Gall","","unisexual","developing","54780",6366.44726562,"unisexual_developing_"
57913100,"2020-08-28","Disholcaspis quercusmamma","40.6517561025","-73.9931529924","https://www.inaturalist.org/observations/57913100","Gall","","unisexual","developing","54780",6366.44726562,"unisexual_developing_"
57913102,"2020-08-28","Disholcaspis quercusmamma","40.6517945399","-73.9929272677","https://www.inaturalist.org/observations/57913102","Gall","","unisexual","developing","54780",6366.44726562,"unisexual_developing_"
57913103,"2020-08-28","Disholcaspis quercusmamma","40.6517828728","-73.9929245436","https://www.inaturalist.org/observations/57913103","Gall","","unisexual","developing","54780",6366.44726562,"unisexual_developing_"
57913105,"2020-08-28","Disholcaspis quercusmamma","40.6517950824","-73.9929137938","https://www.inaturalist.org/observations/57913105","Gall","","unisexual","developing","54780",6366.44726562,"unisexual_developing_"
57947490,"2020-08-28","Disholcaspis quercusmamma","46.74096667","-100.75438667","https://www.inaturalist.org/observations/57947490","Gall","","unisexual","developing","54781",4587.72216797,"unisexual_developing_"
57998938,"2020-08-28","Disholcaspis quercusmamma","42.0222972222","-87.7439722222","https://www.inaturalist.org/observations/57998938","Gall","","unisexual","developing","54780",5195.41943359,"unisexual_developing_"
58113123,"2020-08-30","Disholcaspis quercusmamma","40.69846333","-74.71706333","https://www.inaturalist.org/observations/58113123","Gall","","unisexual","developing","",5882.86621094,"unisexual_developing_"
58118754,"2020-08-30","Disholcaspis quercusmamma","42.4954733333","-71.418675","https://www.inaturalist.org/observations/58118754","Gall","","unisexual","developing","54780",5263.24316406,"unisexual_developing_"
58241576,"2020-09-01","Disholcaspis quercusmamma","46.8201171255","-100.750936456","https://www.inaturalist.org/observations/58241576","Gall","","unisexual","developing","54781",4658.42578125,"unisexual_developing_"
58307188,"2020-09-01","Disholcaspis quercusmamma","40.712155","-74.48728","https://www.inaturalist.org/observations/58307188","Gall","","unisexual","developing","54780",6017.13671875,"unisexual_developing_"
58378049,"2020-09-02","Disholcaspis quercusmamma","42.3519194444","-83.0661277778","https://www.inaturalist.org/observations/58378049","Gall","","unisexual","developing","54780",5620.45361328,"unisexual_developing_"
58378053,"2020-09-02","Disholcaspis quercusmamma","42.3519194444","-83.0661277778","https://www.inaturalist.org/observations/58378053","Gall","","unisexual","developing","54780",5620.45361328,"unisexual_developing_"
58442925,"2020-09-03","Disholcaspis quercusmamma","35.62064119","-82.64061351","https://www.inaturalist.org/observations/58442925","Gall","","unisexual","developing","",6639.41552734,"unisexual_developing_"
58470858,"2020-08-30","Disholcaspis quercusmamma","42.79482","-73.7921","https://www.inaturalist.org/observations/58470858","Gall","","unisexual","developing","",5206.12011719,"unisexual_developing_"
59098144,"2020-09-09","Disholcaspis quercusmamma","41.8152277778","-88.0500416667","https://www.inaturalist.org/observations/59098144","Gall","","unisexual","developing","",5875.87109375,"unisexual_developing_"
59165699,"2020-09-09","Disholcaspis quercusmamma","40.56922167","-74.096","https://www.inaturalist.org/observations/59165699","Gall","","unisexual","developing","",6661.73339844,"unisexual_developing_"
59279534,"2020-09-11","Disholcaspis quercusmamma","42.6618722222","-83.08385","https://www.inaturalist.org/observations/59279534","Gall","","unisexual","developing","",5667.73779297,"unisexual_developing_"
59279554,"2020-09-11","Disholcaspis quercusmamma","42.6626722222","-83.0811111111","https://www.inaturalist.org/observations/59279554","Gall","","unisexual","developing","",5667.73779297,"unisexual_developing_"
59279560,"2020-09-11","Disholcaspis quercusmamma","42.6626138889","-83.0811","https://www.inaturalist.org/observations/59279560","Gall","","unisexual","developing","54781",5667.73779297,"unisexual_developing_"
59335698,"2020-09-12","Disholcaspis quercusmamma","40.7296333333","-83.0962445","https://www.inaturalist.org/observations/59335698","Gall","","unisexual","developing","54781",5980.76806641,"unisexual_developing_"
59404025,"2020-09-12","Disholcaspis quercusmamma","39.2600329722","-84.508446","https://www.inaturalist.org/observations/59404025","Gall","","unisexual","developing","54780",6821.56396484,"unisexual_developing_"
59608001,"2020-09-14","Disholcaspis quercusmamma","41.0121876815","-80.0071542566","https://www.inaturalist.org/observations/59608001","Gall","","unisexual","developing","",5820.80224609,"unisexual_developing_"
59608235,"2020-09-14","Disholcaspis quercusmamma","41.0122053905","-80.0071276075","https://www.inaturalist.org/observations/59608235","Gall","","unisexual","developing","",5820.80224609,"unisexual_developing_"
59726114,"2020-09-15","Disholcaspis quercusmamma","39.889825","-83.213225","https://www.inaturalist.org/observations/59726114","Gall","","unisexual","developing","54781",6405.09130859,"unisexual_developing_"
60117574,"2020-09-19","Disholcaspis quercusmamma","40.71717833","-74.5223","https://www.inaturalist.org/observations/60117574","Gall","","unisexual","developing","54780",6664.03857422,"unisexual_developing_"
60276453,"2020-09-20","Disholcaspis quercusmamma","42.0893222222","-87.7739666667","https://www.inaturalist.org/observations/60276453","Gall","","unisexual","perimature","54780",5931.58349609,"unisexual_perimature_"
60344736,"2020-09-18","Disholcaspis quercusmamma","41.9697634","-91.6929949","https://www.inaturalist.org/observations/60344736","Gall","","unisexual","developing","",6122.66259766,"unisexual_developing_"
60378672,"2020-09-21","Disholcaspis quercusmamma","42.6380718","-96.3207940504","https://www.inaturalist.org/observations/60378672","Gall","","unisexual","perimature","54781",5938,"unisexual_perimature_"
60382751,"2020-09-21","Disholcaspis quercusmamma","41.729845","-91.53642167","https://www.inaturalist.org/observations/60382751","Gall","","unisexual","developing","",6178.86767578,"unisexual_developing_"
60432801,"2020-09-22","Disholcaspis quercusmamma","39.110347952","-77.1694676417","https://www.inaturalist.org/observations/60432801","Gall","","unisexual","developing","54780",7361.33398438,"unisexual_developing_"
60531338,"2020-09-22","Disholcaspis quercusmamma","42.4691472222","-83.3139166667","https://www.inaturalist.org/observations/60531338","Organism; Gall","Larva","unisexual","developing","54781",6056.61181641,"unisexual_developing_Larva"
60535138,"2020-09-22","Disholcaspis quercusmamma","42.469775","-83.3118972222","https://www.inaturalist.org/observations/60535138","Gall","","unisexual","developing","54781",6056.61181641,"unisexual_developing_"
60878169,"2020-09-26","Disholcaspis quercusmamma","40.77718333","-77.798275","https://www.inaturalist.org/observations/60878169","Gall","","unisexual","developing","54780",6397.80566406,"unisexual_developing_"
60979605,"2020-09-27","Disholcaspis quercusmamma","40.13951383","-75.24082167","https://www.inaturalist.org/observations/60979605","Gall","","unisexual","developing","",7130.41992188,"unisexual_developing_"
61114348,"2020-09-28","Disholcaspis quercusmamma","46.8231631345","-100.7498364151","https://www.inaturalist.org/observations/61114348","Gall","","unisexual","developing","54781",5373.44677734,"unisexual_developing_"
61116160,"2020-09-27","Disholcaspis quercusmamma","42.297","-83.4902833333","https://www.inaturalist.org/observations/61116160","Gall","","unisexual","developing","54780",6005.74365234,"unisexual_developing_"
61116194,"2020-09-27","Disholcaspis quercusmamma","42.2970583333","-83.4900972222","https://www.inaturalist.org/observations/61116194","Gall","","unisexual","developing","54780",6005.74365234,"unisexual_developing_"
61615137,"2020-10-03","Disholcaspis quercusmamma","41.2760376377","-81.3731628656","https://www.inaturalist.org/observations/61615137","Gall","","unisexual","perimature","54780",6262.50244141,"unisexual_perimature_"
61628767,"2020-09-29","Disholcaspis quercusmamma","42.7811544944","-70.8908602861","https://www.inaturalist.org/observations/61628767","Gall","","unisexual","developing","",6016.18212891,"unisexual_developing_"
61720666,"2020-10-04","Disholcaspis quercusmamma","40.7142249722","-74.5420909722","https://www.inaturalist.org/observations/61720666","Gall","","unisexual","developing","",7097.20800781,"unisexual_developing_"
61802447,"2020-10-05","Disholcaspis quercusmamma","40.75805","-81.455345","https://www.inaturalist.org/observations/61802447","Gall","","unisexual","developing","54780",6565.46142578,"unisexual_developing_"
61844004,"2020-10-05","Disholcaspis quercusmamma","39.223004","-84.5637619722","https://www.inaturalist.org/observations/61844004","Gall","","unisexual","developing","",7431.55078125,"unisexual_developing_"
61906716,"2020-10-06","Disholcaspis quercusmamma","38.874185923","-77.4974225016","https://www.inaturalist.org/observations/61906716","Gall","","unisexual","developing","54780",7878.50732422,"unisexual_developing_"
61906718,"2020-10-06","Disholcaspis quercusmamma","38.874185923","-77.4974225016","https://www.inaturalist.org/observations/61906718","Gall","","unisexual","developing","54780",7878.50732422,"unisexual_developing_"
61906721,"2020-10-06","Disholcaspis quercusmamma","38.874185923","-77.4974225016","https://www.inaturalist.org/observations/61906721","Gall","","unisexual","developing","54780",7878.50732422,"unisexual_developing_"
61906727,"2020-10-06","Disholcaspis quercusmamma","38.874185923","-77.4974225016","https://www.inaturalist.org/observations/61906727","Gall","","unisexual","developing","54780",7878.50732422,"unisexual_developing_"
61908336,"2020-10-06","Disholcaspis quercusmamma","41.7096472222","-87.8772388889","https://www.inaturalist.org/observations/61908336","Gall","","unisexual","developing","54781",6568.57373047,"unisexual_developing_"
61993274,"2020-10-06","Disholcaspis quercusmamma","40.5725211703","-79.021278954","https://www.inaturalist.org/observations/61993274","Gall","","unisexual","developing","54780",6694.52978516,"unisexual_developing_"
61993281,"2020-10-06","Disholcaspis quercusmamma","40.5725211703","-79.021278954","https://www.inaturalist.org/observations/61993281","Gall","","unisexual","developing","54780",6694.52978516,"unisexual_developing_"
62055890,"2020-10-08","Disholcaspis quercusmamma","41.0210138333","-81.741555","https://www.inaturalist.org/observations/62055890","Gall","","unisexual","developing","54780",6437.67089844,"unisexual_developing_"
62191222,"2020-10-10","Disholcaspis quercusmamma","40.704025","-83.24109667","https://www.inaturalist.org/observations/62191222","Gall","","unisexual","developing","",6743.74365234,"unisexual_developing_"
62245318,"2020-10-09","Disholcaspis quercusmamma","42.5225138889","-83.1559166667","https://www.inaturalist.org/observations/62245318","Gall","","unisexual","developing","",6471.21435547,"unisexual_developing_"
62364395,"2020-04-29","Disholcaspis quercusmamma","46.7659135208","-96.7795726284","https://www.inaturalist.org/observations/62364395","Gall","","unisexual","oviscar","54781",280.51171875,"unisexual_oviscar_"
62388418,"2020-10-10","Disholcaspis quercusmamma","42.4940686953","-71.4799379279","https://www.inaturalist.org/observations/62388418","Gall","","unisexual","developing","",6506.43212891,"unisexual_developing_"
62631043,"2020-10-15","Disholcaspis quercusmamma","40.79641416","-77.84109386","https://www.inaturalist.org/observations/62631043","Gall","","unisexual","developing","54781",6935.70556641,"unisexual_developing_"
63134640,"2020-10-20","Disholcaspis quercusmamma","42.940660361","-78.8568498732","https://www.inaturalist.org/observations/63134640","Gall","","unisexual","perimature","",6414.43310547,"unisexual_perimature_"
63279242,"2020-10-22","Disholcaspis quercusmamma","42.0597111111","-87.7116","https://www.inaturalist.org/observations/63279242","Gall","","unisexual","developing","",6684.5390625,"unisexual_developing_"
63335912,"2020-10-23","Disholcaspis quercusmamma","39.9807033333","-82.4183366667","https://www.inaturalist.org/observations/63335912","Gall","","unisexual","developing","54780",7268.51464844,"unisexual_developing_"
63590055,"2020-10-25","Disholcaspis quercusmamma","40.6481724084","-73.9860806724","https://www.inaturalist.org/observations/63590055","Gall","","unisexual","developing","54780",8328.69140625,"unisexual_developing_"
63745395,"2020-10-28","Disholcaspis quercusmamma","44.8896866","-93.3499489","https://www.inaturalist.org/observations/63745395","Gall","","unisexual","developing","54781",6332.921875,"unisexual_developing_"
63786820,"2020-10-29","Disholcaspis quercusmamma","41.99413333","-87.667675","https://www.inaturalist.org/observations/63786820","Gall","","unisexual","perimature","54781",6826.29980469,"unisexual_perimature_"
63901691,"2020-10-31","Disholcaspis quercusmamma","44.3673921684","-95.9318477374","https://www.inaturalist.org/observations/63901691","Gall","","unisexual","perimature","54781",6083.13183594,"unisexual_perimature_"
63930722,"2020-10-31","Disholcaspis quercusmamma","41.43007","-88.260995","https://www.inaturalist.org/observations/63930722","Gall","","unisexual","perimature","47851",7069.85498047,"unisexual_perimature_"
63999358,"2020-11-01","Disholcaspis quercusmamma","40.6576567275","-111.7990417246","https://www.inaturalist.org/observations/63999358","Gall","","unisexual","developing","54781",6916.91113281,"unisexual_developing_"
64214542,"2020-11-04","Disholcaspis quercusmamma","41.7314329749","-81.3183727115","https://www.inaturalist.org/observations/64214542","Gall","","unisexual","developing","54780",7024.11865234,"unisexual_developing_"
64434530,"2020-11-01","Disholcaspis quercusmamma","40.7010500373","-74.5255521193","https://www.inaturalist.org/observations/64434530","Gall","","unisexual","perimature","",7735.88134766,"unisexual_perimature_"
64875152,"2020-11-14","Disholcaspis quercusmamma","41.2857225266","-81.4114141837","https://www.inaturalist.org/observations/64875152","Gall","","unisexual","developing","",7109.1875,"unisexual_developing_"
64880153,"2020-11-13","Disholcaspis quercusmamma","41.739321785","-81.2917973846","https://www.inaturalist.org/observations/64880153","Gall","","unisexual","perimature","",7249.47753906,"unisexual_perimature_"
65035721,"2020-11-16","Disholcaspis quercusmamma","41.5650056521","-87.8679503244","https://www.inaturalist.org/observations/65035721","Gall","","unisexual","perimature","",7163.88085938,"unisexual_perimature_"
65378494,"2020-11-19","Disholcaspis quercusmamma","45.55175","-94.2651","https://www.inaturalist.org/observations/65378494","Gall","","unisexual","perimature","",5917.59765625,"unisexual_perimature_"
65655079,"2020-11-26","Disholcaspis quercusmamma","44.514089659","-93.1571458085","https://www.inaturalist.org/observations/65655079","Gall","","unisexual","perimature","",6274.32324219,"unisexual_perimature_"
65727314,"2020-11-27","Disholcaspis quercusmamma","41.9878416667","-87.7239533333","https://www.inaturalist.org/observations/65727314","Gall","","unisexual","perimature","swamp white oak",7345.10302734,"unisexual_perimature_"
65780037,"2020-11-28","Disholcaspis quercusmamma","40.4488789722","-75.8861519722","https://www.inaturalist.org/observations/65780037","Gall","","unisexual","perimature","",7990.35791016,"unisexual_perimature_"
70773873,"2021-03-07","Disholcaspis quercusmamma","41.6890137865","-87.9256385158","https://www.inaturalist.org/observations/70773873","Gall","","unisexual","oviscar","54781",60.4169006348,"unisexual_oviscar_"
73458809,"2021-04-09","Disholcaspis quercusmamma","41.9999783333","-87.669845","https://www.inaturalist.org/observations/73458809","Gall","","unisexual","oviscar","54781",556.838562012,"unisexual_oviscar_"
74686934,"2021-04-20","Disholcaspis quercusmamma","40.0242139857","-82.8328538972","https://www.inaturalist.org/observations/74686934","Gall","","unisexual","oviscar","",916.190795898,"unisexual_oviscar_"
