Collection Site,Species,Generation,Host plant,State,Harvest.date,Emergence.date,Emergent.animal.type,Alive.dead,N,Entered.by.,H.julian,E.julian,Latitude,Longitude,Year
Dauphin Island,A. lanigera,asexual,Qv,AL,10/29/16,1/20/17,cynipid,alive,2,LZ,303,385,30.2516,-88.09201,2016
Dauphin Island,A. lanigera,asexual,Qv,AL,10/29/16,12/30/16,cynipid,alive,1,LZ,303,365,30.2516,-88.09201,2016
Daytona Beach,D. q. virens,asexual,Qv,FL,12/13/17,12/26/17,cynipid,dead,1,IC,347,360,29.227018,-81.015135,2017
Daytona Beach,D. q. virens,asexual,Qv,FL,12/13/17,1/3/18,cynipid,alive,18,IC,347,368,29.227018,-81.015135,2017
Daytona Beach,D. q. virens,asexual,Qv,FL,12/13/17,1/18/18,cynipid,alive,1,LZ,347,383,29.227018,-81.015135,2017
Daytona Beach,D. q. virens,asexual,Qv,FL,12/13/17,2/6/18,cynipid,alive,1,LZ,347,402,29.227018,-81.015135,2017
Daytona Beach,D. q. virens,asexual,Qv,FL,12/13/17,12/29/17,cynipid,alive,1,LZ,347,363,29.227018,-81.015135,2017
Dickinson State Park,A. atra,NA,Qg,FL,12/14/17,3/22/18,fly,alive,1,EH,348,446,27.0261,-80.10905,2017
Dickinson State Park,C. batatoides,asexual,Qg,FL,12/14/17,3/27/18,cynipid,alive,1,EH,348,451,27.0261,-80.10905,2017
Dickinson State Park,C. batatoides,asexual,Qg,FL,12/14/17,4/2/18,cynipid,dead,1,EH,348,457,27.0261,-80.10905,2017
Dickinson State Park,A. atra,NA,Qg,FL,12/14/17,3/12/18,fly,alive,6,EH,348,436,27.0261,-80.10905,2017
Dickinson State Park,A. lanigera,asexual,Qg,FL,12/11/17,3/5/18,cynipid,alive,1,EH,345,429,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,3/22/18,cynipid,dead,1,EH,348,446,27.0261,-80.10905,2017
Dickinson State Park,C. batatoides,asexual,Qg,FL,12/14/17,4/9/18,synergist,alive,3,EH,348,464,27.0261,-80.10905,2017
Dickinson State Park,A. atra,NA,Qg,FL,12/14/17,3/19/18,fly,alive,2,EH,348,443,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,3/19/18,cynipid,alive,2,EH,348,443,27.0261,-80.10905,2017
Dickinson State Park,A. atra,asexual,Qg,FL,11/19/16,3/24/17,fly,alive,2,MJ,324,448,27.0261,-80.10905,2016
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,3/22/18,cynipid,alive,6,EH,348,446,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,4/5/18,cynipid,alive,2,EH,348,460,27.0261,-80.10905,2017
Dickinson State Park,A. atra,NA,Qg,FL,11/16/17,3/5/18,fly,alive,1,EH,320,429,27.0261,-80.10905,2017
Dickinson State Park,A. atra,NA,Qg,FL,12/14/17,3/12/18,fly,dead,7,EH,348,436,27.0261,-80.10905,2017
Dickinson State Park,C. batatoides,asexual,Qg,FL,12/14/17,4/2/18,synergist,alive,18,EH,348,457,27.0261,-80.10905,2017
Dickinson State Park,D. q. virens,asexual,Qg,FL,11/1/18,12/31/18,cynipid,alive,1,LZ,305,365,27.0261,-80.10905,2018
Dickinson State Park,A. foliatus,asexual,Qg,FL,3/20/16,5/13/16,cynipid,dead,1,PB,80,499,27.0261,-80.10905,2015
Dickinson State Park,A. atra,NA,Qg,FL,12/14/17,3/8/18,fly,dead,1,EH,348,432,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,11/16/17,3/19/18,cynipid,alive,2,EH,320,443,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,3/8/18,cynipid,alive,1,EH,348,432,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,3/27/18,cynipid,alive,6,EH,348,451,27.0261,-80.10905,2017
Dickinson State Park,A. lanigera,asexual,Qg,FL,12/14/17,3/14/18,cynipid,dead,1,EH,348,438,27.0261,-80.10905,2017
Dickinson State Park,A. atra,asexual,Qg,FL,11/18/16,3/27/17,fly,alive,1,MJ,323,451,27.0261,-80.10905,2016
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,3/27/18,cynipid,dead,1,EH,348,451,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,3/29/18,cynipid,alive,1,EH,348,453,27.0261,-80.10905,2017
Dickinson State Park,C. batatoides,asexual,Qg,FL,12/14/17,4/9/18,synergist,dead,7,EH,348,464,27.0261,-80.10905,2017
Dickinson State Park,A. lanigera,asexual,Qg,FL,12/14/17,3/14/18,cynipid,alive,1,EH,348,438,27.0261,-80.10905,2017
Dickinson State Park,A. atra,NA,Qg,FL,12/14/17,3/8/18,fly,alive,1,EH,348,432,27.0261,-80.10905,2017
Dickinson State Park,A. atra,NA,Qg,FL,12/14/17,3/15/18,fly,alive,3,EH,348,439,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,11/16/17,3/12/18,cynipid,alive,2,EH,320,436,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,3/12/18,cynipid,alive,1,EH,348,436,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/14,3/29/18,cynipid,alive,3,EH,348,453,27.0261,-80.10905,2014
Dickinson State Park,D. q. virens,asexual,Qg,FL,11/18/16,12/30/16,cynipid,alive,1,LZ,323,365,27.0261,-80.10905,2016
Dickinson State Park,C. batatoides,asexual,Qg,FL,12/14/17,4/5/18,synergist,dead,2,EH,348,460,27.0261,-80.10905,2017
Dickinson State Park,A. atra,asexual,Qg,FL,11/18/16,3/27/17,fly,dead,1,MJ,323,451,27.0261,-80.10905,2016
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,3/27/18,cynipid,alive,4,EH,348,451,27.0261,-80.10905,2017
Dickinson State Park,C. batatoides,asexual,Qg,FL,12/14/17,4/5/18,synergist,alive,2,EH,348,460,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,3/19/18,cynipid,alive,1,EH,348,443,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,11/16/17,3/12/18,cynipid,dead,3,EH,320,436,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,4/12/18,cynipid,alive,1,EH,348,467,27.0261,-80.10905,2017
Dickinson State Park,A. foliatus,asexual,Qg,FL,12/14/17,4/2/18,cynipid,dead,1,EH,348,457,27.0261,-80.10905,2017
Fort George,D. q. virens,asexual,Qv,FL,11/2/18,11/12/18,synergist,alive,1,SS,306,316,30.3893726,-81.4549951,2018
Fort George,D. q. virens,asexual,Qv,FL,11/2/18,12/28/18,synergist,alive,1,LZ,306,362,30.3893726,-81.4549951,2018
Fort George,D. q. virens,asexual,Qv,FL,11/2/18,11/12/18,synergist,alive,1,SS,306,316,30.3893726,-81.4549951,2018
Fort George,A. atra,NA,Qv,FL,12/12/17,3/5/18,fly,dead,3,EH,346,429,30.3893726,-81.4549951,2017
Fort George,A. atra,NA,Qv,FL,12/12/17,2/19/18,fly,dead,1,AR,346,415,30.3893726,-81.4549951,2017
Fort George,C. batatoides,asexual,Qv,FL,12/12/17,2/22/18,cynipid,alive,4,EH,346,418,30.3893726,-81.4549951,2017
Fort George,C. batatoides,asexual,Qv,FL,12/12/17,5/7/18,cynipid,dead,1,EH,346,492,30.3893726,-81.4549951,2017
Fort George,D. q. virens,asexual,Qv,FL,11/2/18,11/26/18,synergist,alive,1,LZ,306,330,30.3893726,-81.4549951,2018
Fort George,D. q. virens,asexual,Qv,FL,12/12/17,1/15/18,cynipid,alive,3,LZ,346,380,30.3893726,-81.4549951,2017
Fort George,D. q. virens,asexual,Qv,FL,12/12/17,1/22/18,cynipid,alive,4,LZ,346,387,30.3893726,-81.4549951,2017
Fort George,D. q. virens,asexual,Qv,FL,12/13/17,12/23/17,cynipid,alive,7,LZ,347,357,30.3893726,-81.4549951,2017
Fort George,D. q. virens,asexual,Qv,FL,12/12/17,1/1/18,cynipid,alive,18,IC,346,366,30.3893726,-81.4549951,2017
Fort George,D. q. virens,asexual,Qv,FL,11/2/18,11/30/18,synergist,alive,1,LZ,306,334,30.3893726,-81.4549951,2018
Fort George,D. q. virens,asexual,Qv,FL,12/12/17,1/4/18,cynipid,alive,9,IC,346,369,30.3893726,-81.4549951,2017
Fort George,D. q. virens,asexual,Qv,FL,12/12/17,12/26/17,cynipid,alive,4,IC,346,360,30.3893726,-81.4549951,2017
Fort George,C. batatoides,asexual,Qv,FL,12/12/17,4/27/18,cynipid,dead,4,EH,346,482,30.3893726,-81.4549951,2017
Fort George,D. q. virens,asexual,Qv,FL,12/12/17,1/22/18,cynipid,dead,1,LZ,346,387,30.3893726,-81.4549951,2017
Fort George,D. q. virens,asexual,Qv,FL,11/2/18,11/16/18,synergist,alive,1,LZ,306,320,30.3893726,-81.4549951,2018
Fort George,A. atra,NA,Qv,FL,12/12/17,3/15/18,fly,dead,1,EH,346,439,30.3893726,-81.4549951,2017
Fort George,A. lanigera,asexual,Qv,FL,12/12/17,4/6/18,cynipid,dead,1,EH,346,461,30.3893726,-81.4549951,2017
Fort George,D. q. virens,asexual,Qv,FL,12/12/17,12/29/17,cynipid,alive,5,LZ,346,363,30.3893726,-81.4549951,2017
Fort Myers,C. batatoides,asexual,Qv,FL,12/15/17,3/1/18,cynipid,alive,4,EH,349,425,26.5031256,-81.9142429,2017
Fort Myers,D. q. virens,asexual,Qv,FL,12/15/17,1/8/18,cynipid,alive,1,LZ,349,373,26.5031256,-81.9142429,2017
Fort Myers,A. atra,NA,Qv,FL,12/15/17,3/22/18,fly,dead,5,EH,349,446,26.5031256,-81.9142429,2017
Fort Myers,D. q. virens,asexual,Qv,FL,12/15/17,12/29/17,cynipid,alive,12,LZ,349,363,26.5031256,-81.9142429,2017
Fort Myers,A. atra,NA,Qv,FL,12/15/17,3/8/18,fly,alive,3,EH,349,432,26.5031256,-81.9142429,2017
Fort Myers,A. atra,NA,Qv,FL,12/15/17,2/26/18,fly,alive,1,EH,349,422,26.5031256,-81.9142429,2017
Fort Myers,D. q. virens,asexual,Qv,FL,12/15/17,1/15/18,cynipid,alive,1,LZ,349,380,26.5031256,-81.9142429,2017
Fort Myers,A. lanigera,asexual,Qv,FL,12/15/17,2/28/18,synergist,dead,1,EH,349,424,26.5031256,-81.9142429,2017
Fort Myers,D. q. virens,asexual,Qv,FL,12/15/17,12/29/17,cynipid,dead,1,LZ,349,363,26.5031256,-81.9142429,2017
Fort Myers,D. q. virens,asexual,Qv,FL,12/15/17,12/21/17,cynipid,alive,1,LZ,349,355,26.5031256,-81.9142429,2017
Fort Myers,D. q. virens,asexual,Qv,FL,12/15/17,12/26/17,cynipid,alive,1,IC,349,360,26.5031256,-81.9142429,2017
Fort Myers,A. lanigera,asexual,Qv,FL,12/15/17,2/26/18,synergist,alive,1,EH,349,422,26.5031256,-81.9142429,2017
Fort Myers,A. atra,NA,Qv,FL,12/15/17,3/5/18,fly,alive,1,EH,349,429,26.5031256,-81.9142429,2017
Fort Myers,D. q. virens,asexual,Qv,FL,12/15/17,1/1/18,cynipid,alive,2,IC,349,366,26.5031256,-81.9142429,2017
Fort Myers,D. q. virens,asexual,Qv,FL,12/15/17,1/22/18,cynipid,alive,1,LZ,349,387,26.5031256,-81.9142429,2017
Fort Myers,D. q. virens,asexual,Qv,FL,12/15/17,1/4/18,cynipid,alive,4,IC,349,369,26.5031256,-81.9142429,2017
Fort Myers,A. atra,NA,Qv,FL,12/15/17,2/28/18,fly,alive,3,EH,349,424,26.5031256,-81.9142429,2017
Fort Pierce,A. lanigera,asexual,Qg,FL,11/19/16,1/25/17,cynipid,dead,1,LZ,324,390,27.46441,-80.33019,2016
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,4/2/18,synergist,dead,1,EH,347,457,27.46441,-80.33019,2017
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,4/2/18,synergist,dead,2,EH,347,457,27.46441,-80.33019,2017
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,3/27/18,cynipid,alive,1,EH,347,451,27.46441,-80.33019,2017
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,4/5/18,cynipid,alive,1,EH,347,460,27.46441,-80.33019,2017
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,3/12/18,cynipid,alive,2,EH,347,436,27.46441,-80.33019,2017
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,4/5/18,synergist,alive,1,EH,347,460,27.46441,-80.33019,2017
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,3/29/18,cynipid,alive,1,EH,347,453,27.46441,-80.33019,2017
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,4/2/18,synergist,alive,8,EH,347,457,27.46441,-80.33019,2017
Fort Pierce,A. atra,NA,Qv,FL,12/13/17,2/26/18,fly,alive,3,EH,347,422,27.46441,-80.33019,2017
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,4/9/18,synergist,dead,1,EH,347,464,27.46441,-80.33019,2017
Fort Pierce,A. lanigera,asexual,Qg,FL,11/19/16,1/4/17,cynipid,alive,1,LZ,324,369,27.46441,-80.33019,2016
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,3/1/18,cynipid,alive,4,EH,347,425,27.46441,-80.33019,2017
Fort Pierce,A. foliatus,asexual,Qv,FL,12/13/17,2/22/18,cynipid,alive,1,AR,347,418,27.46441,-80.33019,2017
Fort Pierce,A. lanigera,asexual,Qg,FL,11/19/16,1/2/17,cynipid,dead,1,LZ,324,367,27.46441,-80.33019,2016
Fort Pierce,D. q. virens,asexual,Qv,FL,12/13/17,2/8/18,cynipid,alive,1,LZ,347,404,27.46441,-80.33019,2017
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,4/9/18,synergist,alive,2,EH,347,464,27.46441,-80.33019,2017
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,3/19/18,cynipid,alive,18,EH,347,443,27.46441,-80.33019,2017
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,3/27/18,cynipid,dead,1,EH,347,451,27.46441,-80.33019,2017
Fort Pierce,A. lanigera,asexual,Qg,FL,11/19/16,1/27/17,cynipid,dead,1,LZ,324,392,27.46441,-80.33019,2016
Fort Pierce,C. batatoides,asexual,Qv,FL,12/13/17,4/9/18,cynipid,alive,2,EH,347,464,27.46441,-80.33019,2017
Goethe state forest,A. atra,asexual,Qv,FL,12/17/18,2/13/19,fly,dead,1,LZ,351,409,29.1896419,-82.72799,2018
Goethe state forest,A. atra,asexual,Qv,FL,12/17/18,2/13/19,fly,alive,1,LZ,351,409,29.1896419,-82.72799,2018
Goethe state forest,A. lanigera,asexual,Qv,FL,12/17/18,1/28/19,cynipid,dead,3,LZ,351,393,29.1896419,-82.72799,2018
Goethe state forest,A. lanigera,asexual,Qv,FL,12/17/18,1/28/19,cynipid,alive,2,LZ,351,393,29.1896419,-82.72799,2018
Goethe state forest,A. lanigera,asexual,Qv,FL,12/17/18,1/23/19,cynipid,alive,3,LZ,351,388,29.1896419,-82.72799,2018
Goethe state forest,A. lanigera,asexual,Qv,FL,12/17/18,1/21/19,cynipid,alive,1,LZ,351,386,29.1896419,-82.72799,2018
Goethe state forest,A. lanigera,asexual,Qv,FL,12/17/18,1/25/19,cynipid,alive,1,LZ,351,390,29.1896419,-82.72799,2018
Goethe state forest,A. lanigera,asexual,Qv,FL,12/17/18,2/1/19,cynipid,dead,1,LZ,351,397,29.1896419,-82.72799,2018
Goethe state forest,A. lanigera,asexual,Qv,FL,12/17/18,2/1/19,cynipid,alive,2,LZ,351,397,29.1896419,-82.72799,2018
Goethe state forest,A. lanigera,asexual,Qv,FL,12/17/18,2/6/19,cynipid,alive,1,LZ,351,402,29.1896419,-82.72799,2018
Goethe state forest,A. lanigera,asexual,Qv,FL,12/17/18,1/30/19,cynipid,alive,1,LZ,351,395,29.1896419,-82.72799,2018
Goethe state forest,A. lanigera,asexual,Qv,FL,12/17/18,1/21/19,cynipid,dead,1,LZ,351,386,29.1896419,-82.72799,2018
Goethe state forest,A. atra,NA,Qv,FL,12/17/18,2/20/19,fly,dead,1,LZ,351,416,29.1896419,-82.72799,2018
Goethe state forest,A. atra,NA,Qv,FL,12/17/18,2/6/19,fly,alive,3,LZ,351,402,29.1896419,-82.72799,2018
Goethe state forest,A. lanigera,asexual,Qv,FL,12/17/18,2/4/19,cynipid,alive,5,LZ,351,400,29.1896419,-82.72799,2018
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,4/20/18,synergist,alive,6,EH,343,475,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,4/9/18,synergist,alive,9,EH,343,464,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,4/20/18,synergist,dead,4,EH,343,475,30.25574,-87.72054,2017
Gulf Shores,A. atra,NA,Qv,AL,12/9/17,3/5/18,fly,alive,2,EH,343,429,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,3/5/18,cynipid,dead,1,EH,343,429,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,4/23/18,synergist,alive,5,EH,343,478,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,4/12/18,synergist,alive,23,EH,343,467,30.25574,-87.72054,2017
Gulf Shores,A. atra,NA,Qv,AL,12/9/17,3/12/18,fly,alive,1,EH,343,436,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,4/23/18,synergist,dead,2,EH,343,478,30.25574,-87.72054,2017
Gulf Shores,D. q. virens,asexual,Qv,AL,12/9/17,12/27/17,cynipid,alive,1,LZ,343,361,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,4/12/18,synergist,dead,5,EH,343,467,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,3/5/18,cynipid,alive,2,EH,343,429,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,4/16/18,synergist,dead,4,EH,343,471,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,4/26/18,synergist,alive,1,EH,343,481,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,3/8/18,cynipid,dead,1,EH,343,432,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,4/12/18,synergist,alive,1,EH,343,467,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,4/16/18,synergist,alive,8,EH,343,471,30.25574,-87.72054,2017
Gulf Shores,A. atra,NA,Qv,AL,12/9/17,3/1/18,fly,alive,5,EH,343,425,30.25574,-87.72054,2017
Gulf Shores,A. atra,NA,Qv,AL,12/9/17,2/26/18,fly,alive,2,EH,343,422,30.25574,-87.72054,2017
Gulf Shores,A. atra,NA,Qg,AL,12/9/17,4/9/18,fly,alive,1,EH,343,464,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qv,AL,12/9/17,3/8/18,cynipid,alive,1,EH,343,432,30.25574,-87.72054,2017
Gulf Shores,C. batatoides,asexual,Qg,AL,12/9/17,3/29/18,cynipid,alive,1,EH,343,453,30.25574,-87.72054,2017
Gulf Shores,D. q. virens,asexual,Qg,AL,12/9/17,4/20/18,cynipid,dead,1,EH,343,475,30.25574,-87.72054,2017
Hickory hammock,A. atra,NA,Qv,FL,12/14/17,3/8/18,fly,alive,3,EH,348,432,27.407649,-81.163066,2017
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,1/7/19,cynipid,alive,2,LZ,349,372,27.407649,-81.163066,2018
Hickory hammock,A. atra,NA,Qv,FL,12/15/18,3/1/19,fly,dead,1,LZ,349,425,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,11/26/18,synergist,alive,2,LZ,304,330,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,1/7/19,cynipid,alive,1,LZ,304,372,27.407649,-81.163066,2018
Hickory hammock,A. atra,NA,Qv,FL,12/15/18,1/23/19,fly,dead,5,LZ,349,388,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/14/17,2/6/18,cynipid,dead,1,LZ,348,402,27.407649,-81.163066,2017
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,12/10/18,cynipid,alive,1,CD,304,344,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,12/28/18,cynipid,dead,1,LZ,349,362,27.407649,-81.163066,2018
Hickory hammock,A. foliatus,asexual,Qv,FL,12/15/18,2/13/19,cynipid,alive,1,LZ,349,409,27.407649,-81.163066,2018
Hickory hammock,A. lanigera,asexual,Qv,FL,12/15/18,1/23/19,cynipid,dead,3,LZ,349,388,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,11/26/18,synergist,alive,2,LZ,304,330,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,12/26/18,cynipid,dead,1,LZ,304,360,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/14/17,2/22/18,cynipid,dead,2,AR,348,418,27.407649,-81.163066,2017
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,12/28/18,cynipid,alive,1,LZ,349,362,27.407649,-81.163066,2018
Hickory hammock,A. lanigera,asexual,Qv,FL,12/15/18,1/28/19,cynipid,alive,5,LZ,349,393,27.407649,-81.163066,2018
Hickory hammock,A. lanigera,asexual,Qv,FL,12/15/18,1/25/19,cynipid,dead,1,LZ,349,390,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,11/23/18,synergist,alive,1,LZ,304,327,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,11/12/18,synergist,alive,1,SS,304,316,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,1/23/19,cynipid,dead,2,LZ,349,388,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/14/17,2/8/18,cynipid,alive,2,LZ,348,404,27.407649,-81.163066,2017
Hickory hammock,D. q. virens,asexual,Qv,FL,12/14/17,2/28/18,cynipid,alive,1,EH,348,424,27.407649,-81.163066,2017
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,5/6/19,cynipid,dead,1,LZ,349,491,27.407649,-81.163066,2018
Hickory hammock,A. lanigera,asexual,Qv,FL,12/14/17,2/19/18,synergist,dead,1,AR,348,415,27.407649,-81.163066,2017
Hickory hammock,A. lanigera,asexual,Qv,FL,12/15/18,1/25/19,cynipid,alive,1,LZ,349,390,27.407649,-81.163066,2018
Hickory hammock,A. atra,NA,Qv,FL,12/15/18,2/20/19,fly,dead,2,LZ,349,416,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/14/17,2/22/18,cynipid,alive,3,AR,348,418,27.407649,-81.163066,2017
Hickory hammock,A. lanigera,asexual,Qv,FL,12/15/18,2/1/19,cynipid,alive,4,LZ,349,397,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,11/19/18,synergist,alive,5,LZ,304,323,27.407649,-81.163066,2018
Hickory hammock,A. lanigera,asexual,Qv,FL,12/15/18,1/30/19,cynipid,alive,5,LZ,349,395,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,11/21/18,synergist,alive,1,SS,304,325,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,11/30/18,synergist,alive,1,LZ,304,334,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,12/24/18,cynipid,alive,1,LZ,349,358,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,1/18/19,cynipid,alive,1,LZ,349,383,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,2/20/19,cynipid,dead,1,LZ,304,416,27.407649,-81.163066,2018
Hickory hammock,A. foliatus,asexual,Qv,FL,12/15/18,2/20/19,cynipid,dead,1,LZ,349,416,27.407649,-81.163066,2018
Hickory hammock,A. lanigera,asexual,Qv,FL,12/15/18,1/23/19,cynipid,alive,2,LZ,349,388,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/14/17,3/5/18,cynipid,dead,1,EH,348,429,27.407649,-81.163066,2017
Hickory hammock,A. atra,NA,Qv,FL,12/15/18,2/25/19,fly,dead,1,LZ,349,421,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,1/14/19,cynipid,alive,3,LZ,349,379,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,12/22/18,cynipid,alive,1,LZ,349,356,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,1/2/19,cynipid,dead,1,LZ,349,367,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,1/21/19,cynipid,dead,6,LZ,349,386,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,1/11/19,cynipid,alive,2,LZ,349,376,27.407649,-81.163066,2018
Hickory hammock,A. atra,NA,Qv,FL,12/14/17,3/5/18,fly,alive,2,EH,348,429,27.407649,-81.163066,2017
Hickory hammock,D. q. virens,asexual,Qv,FL,12/14/17,2/12/18,cynipid,alive,2,LZ,348,408,27.407649,-81.163066,2017
Hickory hammock,D. q. virens,asexual,Qv,FL,10/12/15,1/7/16,cynipid,dead,2,GD,285,372,27.407649,-81.163066,2015
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,1/16/19,cynipid,dead,1,LZ,349,381,27.407649,-81.163066,2018
Hickory hammock,A. lanigera,asexual,Qv,FL,12/15/18,1/28/19,cynipid,dead,3,LZ,349,393,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,12/21/18,cynipid,dead,1,LZ,304,355,27.407649,-81.163066,2018
Hickory hammock,A. lanigera,asexual,Qv,FL,12/15/18,2/4/19,cynipid,alive,1,LZ,349,400,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,10/31/18,11/23/18,synergist,alive,2,LZ,304,327,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,1/21/19,cynipid,alive,1,LZ,349,386,27.407649,-81.163066,2018
Hickory hammock,D. q. virens,asexual,Qv,FL,12/15/18,1/16/19,cynipid,alive,2,LZ,349,381,27.407649,-81.163066,2018
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,12/25/17,cynipid,alive,15,IC,345,359,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,1/1/18,cynipid,dead,1,IC,345,366,29.84359,-82.63164,2017
High Springs,D. q. virens,asexual,Qv,FL,12/11/17,1/18/18,cynipid,alive,10,LZ,345,383,29.84359,-82.63164,2017
